Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
51,TCP,Email Transmission,Malicious,172.16.75.65,192.168.145.157
541,ICMP,Unauthorized Access,Normal,172.16.97.242,192.168.107.57
689,TCP,Brute Force Login,Malicious,172.16.59.242,192.168.73.101
1038,TCP,Botnet Traffic,Malicious,172.16.21.66,192.168.213.203
1355,UDP,ARP Spoofing,Normal,172.16.1.163,192.168.107.148
1130,TCP,API Request,Malicious,172.16.82.36,192.168.183.12
1381,TCP,DDoS SYN Flood,Normal,172.16.174.92,192.168.17.92
85,UDP,Brute Force Login,Normal,172.16.235.96,192.168.86.13
423,UDP,Database Query,Malicious,172.16.31.115,192.168.231.190
1431,TCP,User Login,Malicious,172.16.225.115,192.168.175.87
524,TCP,VPN Tunnel,Normal,172.16.205.146,192.168.118.88
1072,TCP,ARP Spoofing,Malicious,172.16.128.124,192.168.2.15
227,ICMP,API Request,Normal,172.16.55.225,192.168.178.251
1047,ICMP,User Login,Normal,172.16.238.228,192.168.190.182
1358,TCP,Data Exfiltration,Malicious,172.16.201.15,192.168.247.152
1253,TCP,Port Scan,Normal,172.16.71.217,192.168.235.157
273,TCP,Heartbeat Packet,Malicious,172.16.76.2,192.168.143.16
1188,ICMP,User Login,Normal,172.16.84.49,192.168.112.55
1460,TCP,File Transfer,Malicious,172.16.41.61,192.168.228.142
1110,TCP,DDoS SYN Flood,Malicious,172.16.230.59,192.168.246.89
1288,TCP,VPN Tunnel,Normal,172.16.68.116,192.168.135.55
1159,UDP,DNS Query,Normal,172.16.99.193,192.168.252.60
1097,TCP,User Login,Malicious,172.16.108.230,192.168.6.181
1336,ICMP,DNS Query,Normal,172.16.54.137,192.168.135.181
201,ICMP,SQL Injection,Normal,172.16.157.135,192.168.222.163
1322,TCP,Malware Command,Malicious,172.16.5.201,192.168.151.239
893,UDP,API Request,Malicious,172.16.224.56,192.168.32.34
531,UDP,File Transfer,Malicious,172.16.188.74,192.168.47.119
1202,TCP,User Login,Normal,172.16.191.189,192.168.171.158
714,UDP,Data Exfiltration,Malicious,172.16.168.220,192.168.53.119
133,ICMP,Database Query,Normal,172.16.42.145,192.168.42.187
1389,TCP,Brute Force Login,Normal,172.16.8.85,192.168.146.203
1411,ICMP,ARP Spoofing,Malicious,172.16.224.169,192.168.130.232
347,TCP,Data Exfiltration,Normal,172.16.22.15,192.168.81.192
340,UDP,DDoS SYN Flood,Normal,172.16.72.160,192.168.13.222
378,TCP,Port Scan,Normal,172.16.39.48,192.168.202.32
83,TCP,Suspicious Payload,Normal,172.16.94.188,192.168.101.237
1488,TCP,API Request,Malicious,172.16.82.75,192.168.60.155
1175,UDP,API Request,Malicious,172.16.173.39,192.168.127.18
1044,ICMP,Port Scan,Malicious,172.16.22.37,192.168.163.131
196,ICMP,Database Query,Malicious,172.16.47.199,192.168.164.45
724,ICMP,Botnet Traffic,Malicious,172.16.108.76,192.168.123.106
426,ICMP,Email Transmission,Normal,172.16.8.168,192.168.72.202
1085,ICMP,DNS Query,Malicious,172.16.38.169,192.168.111.248
145,ICMP,ARP Spoofing,Malicious,172.16.133.131,192.168.156.109
691,UDP,API Request,Malicious,172.16.37.63,192.168.142.140
943,UDP,Unauthorized Access,Malicious,172.16.213.123,192.168.87.198
1363,ICMP,SQL Injection,Malicious,172.16.20.79,192.168.76.192
1128,ICMP,DDoS SYN Flood,Malicious,172.16.9.73,192.168.115.217
114,ICMP,DDoS SYN Flood,Normal,172.16.118.241,192.168.120.105
235,UDP,Unauthorized Access,Malicious,172.16.109.96,192.168.140.39
760,TCP,Port Scan,Malicious,172.16.120.146,192.168.198.125
1196,TCP,Botnet Traffic,Normal,172.16.92.246,192.168.247.204
1267,ICMP,ARP Spoofing,Malicious,172.16.25.173,192.168.159.220
667,TCP,Malware Command,Malicious,172.16.122.188,192.168.230.245
960,ICMP,File Transfer,Malicious,172.16.45.67,192.168.195.15
790,ICMP,Suspicious Payload,Normal,172.16.130.203,192.168.64.35
214,ICMP,API Request,Malicious,172.16.251.232,192.168.115.9
1285,UDP,Data Exfiltration,Malicious,172.16.126.76,192.168.176.3
821,ICMP,Malware Command,Malicious,172.16.23.119,192.168.203.117
538,ICMP,VPN Tunnel,Malicious,172.16.62.86,192.168.23.15
201,TCP,Web Request,Normal,172.16.53.7,192.168.33.106
723,TCP,DNS Query,Normal,172.16.25.31,192.168.211.28
396,ICMP,SQL Injection,Malicious,172.16.181.180,192.168.164.81
1345,TCP,Web Request,Malicious,172.16.162.244,192.168.136.110
251,TCP,Email Transmission,Normal,172.16.120.18,192.168.220.152
1319,TCP,VPN Tunnel,Malicious,172.16.176.69,192.168.186.84
1492,UDP,Brute Force Login,Malicious,172.16.178.142,192.168.154.129
1274,ICMP,Data Exfiltration,Normal,172.16.52.83,192.168.124.252
1179,TCP,Unauthorized Access,Malicious,172.16.60.145,192.168.33.132
1253,TCP,Botnet Traffic,Normal,172.16.70.216,192.168.199.27
837,ICMP,Unauthorized Access,Malicious,172.16.28.123,192.168.89.32
539,UDP,User Login,Malicious,172.16.198.198,192.168.146.61
1015,ICMP,Web Request,Normal,172.16.27.119,192.168.250.80
1030,UDP,Heartbeat Packet,Normal,172.16.11.64,192.168.82.79
1105,UDP,Email Transmission,Normal,172.16.46.72,192.168.246.247
983,UDP,SQL Injection,Normal,172.16.70.22,192.168.80.61
879,UDP,API Request,Malicious,172.16.172.172,192.168.10.212
601,ICMP,Cloud Sync,Normal,172.16.58.238,192.168.198.153
1374,ICMP,User Login,Normal,172.16.143.205,192.168.180.193
814,ICMP,DNS Query,Normal,172.16.7.225,192.168.113.154
561,UDP,Cloud Sync,Normal,172.16.241.198,192.168.222.236
1034,ICMP,Heartbeat Packet,Malicious,172.16.65.139,192.168.83.44
99,ICMP,Port Scan,Malicious,172.16.57.201,192.168.161.82
1069,TCP,SQL Injection,Normal,172.16.21.43,192.168.178.219
1119,TCP,Suspicious Payload,Malicious,172.16.146.209,192.168.60.17
412,TCP,SQL Injection,Normal,172.16.196.79,192.168.229.42
275,TCP,Port Scan,Normal,172.16.198.37,192.168.227.227
345,UDP,Web Request,Normal,172.16.184.47,192.168.135.239
1235,ICMP,File Transfer,Normal,172.16.233.160,192.168.35.35
560,ICMP,Malware Command,Malicious,172.16.222.130,192.168.159.208
73,ICMP,Data Exfiltration,Malicious,172.16.94.113,192.168.212.19
1433,UDP,Heartbeat Packet,Normal,172.16.113.38,192.168.99.172
992,UDP,Heartbeat Packet,Normal,172.16.41.200,192.168.202.155
198,ICMP,File Transfer,Normal,172.16.188.40,192.168.170.80
438,ICMP,Web Request,Normal,172.16.206.37,192.168.187.22
717,ICMP,Port Scan,Normal,172.16.3.92,192.168.193.88
374,TCP,Web Request,Malicious,172.16.144.22,192.168.130.242
1115,TCP,User Login,Malicious,172.16.64.131,192.168.45.106
1478,TCP,ARP Spoofing,Normal,172.16.238.161,192.168.123.157
866,UDP,VPN Tunnel,Normal,172.16.86.153,192.168.10.17
516,TCP,Data Exfiltration,Normal,172.16.218.39,192.168.238.158
473,UDP,File Transfer,Normal,172.16.36.53,192.168.228.133
1254,TCP,Botnet Traffic,Normal,172.16.6.15,192.168.80.236
1324,TCP,Data Exfiltration,Malicious,172.16.38.221,192.168.232.119
1132,TCP,DDoS SYN Flood,Malicious,172.16.251.168,192.168.187.240
1411,ICMP,Suspicious Payload,Normal,172.16.248.132,192.168.179.12
1117,ICMP,DNS Query,Normal,172.16.207.106,192.168.87.219
1350,TCP,Suspicious Payload,Normal,172.16.199.253,192.168.60.226
554,TCP,VPN Tunnel,Normal,172.16.188.235,192.168.107.166
289,UDP,DNS Query,Normal,172.16.89.110,192.168.86.104
358,ICMP,Unauthorized Access,Malicious,172.16.93.2,192.168.219.242
1431,TCP,File Transfer,Malicious,172.16.104.133,192.168.139.52
883,UDP,Database Query,Malicious,172.16.238.87,192.168.62.79
1386,UDP,Malware Command,Malicious,172.16.9.10,192.168.203.48
1337,UDP,Malware Command,Normal,172.16.109.208,192.168.178.136
1082,ICMP,Brute Force Login,Malicious,172.16.132.13,192.168.70.44
761,ICMP,Database Query,Normal,172.16.102.107,192.168.66.125
1242,UDP,API Request,Malicious,172.16.80.137,192.168.8.159
1474,TCP,Database Query,Malicious,172.16.49.39,192.168.30.132
380,ICMP,API Request,Malicious,172.16.133.57,192.168.51.148
319,ICMP,Malware Command,Normal,172.16.189.205,192.168.245.7
452,UDP,Port Scan,Malicious,172.16.160.228,192.168.225.52
1367,UDP,Data Exfiltration,Normal,172.16.12.187,192.168.135.123
262,TCP,Port Scan,Malicious,172.16.86.134,192.168.229.131
603,TCP,VPN Tunnel,Normal,172.16.114.178,192.168.169.222
761,TCP,Database Query,Normal,172.16.15.242,192.168.29.125
748,UDP,Botnet Traffic,Normal,172.16.9.60,192.168.25.91
465,TCP,Database Query,Normal,172.16.206.183,192.168.161.17
966,TCP,ARP Spoofing,Normal,172.16.18.66,192.168.19.133
495,ICMP,SQL Injection,Malicious,172.16.240.5,192.168.220.10
406,ICMP,DNS Query,Normal,172.16.197.126,192.168.161.131
401,ICMP,API Request,Malicious,172.16.150.220,192.168.149.108
268,ICMP,SQL Injection,Malicious,172.16.31.197,192.168.51.50
692,ICMP,Cloud Sync,Malicious,172.16.6.244,192.168.159.219
158,TCP,File Transfer,Normal,172.16.37.44,192.168.190.135
561,TCP,Malware Command,Malicious,172.16.180.23,192.168.40.117
553,UDP,Cloud Sync,Malicious,172.16.195.155,192.168.212.171
825,ICMP,VPN Tunnel,Normal,172.16.185.20,192.168.86.28
752,UDP,Cloud Sync,Malicious,172.16.215.33,192.168.151.216
500,ICMP,Email Transmission,Malicious,172.16.242.15,192.168.151.141
1484,TCP,Heartbeat Packet,Normal,172.16.122.7,192.168.66.49
765,ICMP,API Request,Normal,172.16.203.105,192.168.217.190
550,ICMP,Web Request,Malicious,172.16.126.175,192.168.79.197
1100,ICMP,Heartbeat Packet,Malicious,172.16.123.183,192.168.60.138
843,UDP,DDoS SYN Flood,Normal,172.16.30.126,192.168.124.2
252,TCP,Botnet Traffic,Normal,172.16.111.210,192.168.129.71
513,TCP,Email Transmission,Normal,172.16.84.124,192.168.155.154
197,UDP,Data Exfiltration,Malicious,172.16.42.229,192.168.154.170
882,TCP,DDoS SYN Flood,Malicious,172.16.207.143,192.168.55.187
535,UDP,Email Transmission,Normal,172.16.86.184,192.168.49.178
996,UDP,Email Transmission,Malicious,172.16.123.67,192.168.118.63
309,TCP,Database Query,Normal,172.16.243.171,192.168.56.232
1260,ICMP,Web Request,Normal,172.16.18.250,192.168.207.18
674,ICMP,Cloud Sync,Normal,172.16.60.104,192.168.240.248
997,ICMP,Cloud Sync,Normal,172.16.183.15,192.168.79.66
836,TCP,API Request,Malicious,172.16.107.51,192.168.172.174
361,ICMP,DNS Query,Malicious,172.16.139.88,192.168.233.202
856,ICMP,Cloud Sync,Malicious,172.16.98.204,192.168.46.54
1241,UDP,Heartbeat Packet,Normal,172.16.86.120,192.168.150.122
356,TCP,DDoS SYN Flood,Normal,172.16.230.215,192.168.78.229
570,TCP,File Transfer,Malicious,172.16.80.36,192.168.19.178
147,UDP,File Transfer,Normal,172.16.159.176,192.168.180.162
906,TCP,Brute Force Login,Malicious,172.16.186.158,192.168.126.59
616,TCP,Web Request,Malicious,172.16.89.12,192.168.175.115
321,ICMP,API Request,Normal,172.16.219.225,192.168.50.229
968,ICMP,Heartbeat Packet,Normal,172.16.215.123,192.168.195.207
233,ICMP,API Request,Normal,172.16.97.171,192.168.232.80
1175,TCP,Brute Force Login,Malicious,172.16.148.228,192.168.187.80
320,TCP,File Transfer,Malicious,172.16.92.114,192.168.165.183
820,ICMP,API Request,Normal,172.16.250.33,192.168.65.138
722,ICMP,VPN Tunnel,Normal,172.16.76.131,192.168.165.209
941,ICMP,Port Scan,Normal,172.16.130.74,192.168.237.89
873,TCP,Web Request,Malicious,172.16.43.36,192.168.164.131
1152,TCP,User Login,Normal,172.16.220.49,192.168.58.242
258,ICMP,SQL Injection,Malicious,172.16.245.27,192.168.78.149
980,ICMP,Unauthorized Access,Malicious,172.16.221.171,192.168.178.6
419,ICMP,Port Scan,Normal,172.16.216.74,192.168.71.55
1322,UDP,API Request,Malicious,172.16.197.51,192.168.103.157
250,UDP,Data Exfiltration,Malicious,172.16.46.220,192.168.49.82
1469,ICMP,Port Scan,Normal,172.16.113.158,192.168.82.59
803,UDP,Brute Force Login,Malicious,172.16.82.198,192.168.198.175
1054,UDP,Web Request,Normal,172.16.215.241,192.168.19.183
127,ICMP,Suspicious Payload,Malicious,172.16.94.133,192.168.212.7
1198,ICMP,Malware Command,Malicious,172.16.154.50,192.168.67.249
966,UDP,Web Request,Normal,172.16.247.58,192.168.123.220
687,TCP,DNS Query,Malicious,172.16.178.234,192.168.128.81
854,UDP,Cloud Sync,Normal,172.16.198.211,192.168.93.132
1191,UDP,Heartbeat Packet,Normal,172.16.96.107,192.168.34.195
608,TCP,User Login,Normal,172.16.170.18,192.168.150.160
641,ICMP,Cloud Sync,Normal,172.16.238.190,192.168.48.123
1001,UDP,User Login,Malicious,172.16.156.103,192.168.227.189
517,TCP,DDoS SYN Flood,Malicious,172.16.82.239,192.168.229.161
1258,TCP,Database Query,Malicious,172.16.177.3,192.168.60.175
261,ICMP,Malware Command,Malicious,172.16.138.169,192.168.237.246
527,UDP,File Transfer,Malicious,172.16.193.193,192.168.47.52
1372,UDP,User Login,Malicious,172.16.143.163,192.168.161.207
602,ICMP,Unauthorized Access,Normal,172.16.67.147,192.168.220.7
249,UDP,Botnet Traffic,Normal,172.16.250.187,192.168.3.97
1366,UDP,Malware Command,Normal,172.16.203.88,192.168.129.67
69,UDP,File Transfer,Normal,172.16.154.42,192.168.61.10
1142,UDP,Data Exfiltration,Malicious,172.16.46.221,192.168.236.6
854,UDP,API Request,Normal,172.16.192.15,192.168.201.126
952,UDP,Database Query,Malicious,172.16.119.52,192.168.222.113
164,UDP,User Login,Normal,172.16.152.194,192.168.219.239
1437,TCP,Email Transmission,Normal,172.16.243.74,192.168.238.71
966,UDP,Heartbeat Packet,Normal,172.16.48.45,192.168.54.117
1436,UDP,Heartbeat Packet,Malicious,172.16.93.123,192.168.12.178
783,TCP,SQL Injection,Normal,172.16.32.89,192.168.23.130
362,TCP,API Request,Normal,172.16.2.107,192.168.231.28
1497,TCP,Brute Force Login,Malicious,172.16.128.254,192.168.159.126
406,TCP,DDoS SYN Flood,Malicious,172.16.239.51,192.168.195.72
1164,UDP,Brute Force Login,Malicious,172.16.55.10,192.168.84.82
248,UDP,Botnet Traffic,Malicious,172.16.89.215,192.168.48.211
966,ICMP,File Transfer,Normal,172.16.61.227,192.168.98.248
261,UDP,Suspicious Payload,Normal,172.16.108.144,192.168.106.133
794,ICMP,Data Exfiltration,Malicious,172.16.110.45,192.168.97.252
937,TCP,Cloud Sync,Normal,172.16.216.178,192.168.87.163
845,ICMP,VPN Tunnel,Normal,172.16.212.31,192.168.47.186
494,UDP,Cloud Sync,Malicious,172.16.144.63,192.168.213.117
1062,UDP,Web Request,Malicious,172.16.88.161,192.168.103.31
1099,TCP,Web Request,Normal,172.16.116.247,192.168.34.172
1099,UDP,Unauthorized Access,Normal,172.16.22.205,192.168.57.173
335,UDP,Brute Force Login,Normal,172.16.117.137,192.168.175.247
701,ICMP,Cloud Sync,Normal,172.16.96.110,192.168.252.11
381,UDP,SQL Injection,Normal,172.16.85.48,192.168.159.179
1356,TCP,VPN Tunnel,Normal,172.16.136.5,192.168.177.179
610,UDP,Data Exfiltration,Normal,172.16.86.36,192.168.41.103
1429,TCP,Email Transmission,Malicious,172.16.43.34,192.168.162.206
351,TCP,Database Query,Normal,172.16.187.103,192.168.142.141
874,UDP,ARP Spoofing,Malicious,172.16.179.4,192.168.11.169
486,ICMP,File Transfer,Normal,172.16.48.6,192.168.98.32
52,UDP,DNS Query,Malicious,172.16.240.201,192.168.106.4
816,TCP,Port Scan,Normal,172.16.67.157,192.168.25.147
96,TCP,User Login,Normal,172.16.2.56,192.168.71.165
1094,UDP,Botnet Traffic,Normal,172.16.237.60,192.168.151.181
1198,TCP,SQL Injection,Normal,172.16.204.83,192.168.203.21
162,ICMP,API Request,Malicious,172.16.187.48,192.168.90.94
942,ICMP,Unauthorized Access,Malicious,172.16.35.81,192.168.24.99
755,TCP,ARP Spoofing,Malicious,172.16.214.100,192.168.59.87
792,TCP,Port Scan,Malicious,172.16.25.206,192.168.208.254
379,UDP,Heartbeat Packet,Malicious,172.16.195.217,192.168.134.224
56,TCP,Suspicious Payload,Normal,172.16.216.203,192.168.29.251
442,ICMP,API Request,Malicious,172.16.143.49,192.168.218.71
387,UDP,Cloud Sync,Normal,172.16.127.144,192.168.44.55
1009,UDP,Botnet Traffic,Normal,172.16.60.175,192.168.126.84
1188,ICMP,Unauthorized Access,Malicious,172.16.20.26,192.168.182.195
332,TCP,Database Query,Normal,172.16.19.85,192.168.254.190
1310,ICMP,SQL Injection,Malicious,172.16.12.136,192.168.34.41
206,TCP,Cloud Sync,Normal,172.16.78.105,192.168.174.130
1198,UDP,Unauthorized Access,Malicious,172.16.125.211,192.168.61.60
269,UDP,Email Transmission,Normal,172.16.183.198,192.168.206.150
1433,ICMP,VPN Tunnel,Malicious,172.16.152.52,192.168.60.145
709,ICMP,Email Transmission,Normal,172.16.242.175,192.168.107.89
1495,UDP,Suspicious Payload,Normal,172.16.98.209,192.168.15.15
270,UDP,Cloud Sync,Malicious,172.16.54.127,192.168.12.54
1116,ICMP,Data Exfiltration,Normal,172.16.82.197,192.168.177.80
1327,UDP,Email Transmission,Normal,172.16.175.42,192.168.2.15
1255,ICMP,Botnet Traffic,Malicious,172.16.4.93,192.168.170.102
350,ICMP,File Transfer,Normal,172.16.115.173,192.168.188.58
420,UDP,Unauthorized Access,Normal,172.16.246.104,192.168.64.50
1230,ICMP,DDoS SYN Flood,Normal,172.16.83.151,192.168.193.172
506,UDP,Web Request,Malicious,172.16.149.223,192.168.39.148
888,ICMP,Database Query,Malicious,172.16.232.90,192.168.74.202
1108,UDP,Malware Command,Malicious,172.16.142.67,192.168.181.227
927,ICMP,DDoS SYN Flood,Normal,172.16.243.121,192.168.4.201
666,ICMP,API Request,Normal,172.16.85.34,192.168.104.66
145,UDP,Suspicious Payload,Normal,172.16.43.175,192.168.110.94
997,UDP,Unauthorized Access,Normal,172.16.182.12,192.168.173.124
307,UDP,DNS Query,Malicious,172.16.124.7,192.168.107.187
711,UDP,Web Request,Malicious,172.16.101.138,192.168.34.113
474,UDP,Database Query,Normal,172.16.98.222,192.168.254.140
246,ICMP,DNS Query,Normal,172.16.95.24,192.168.97.77
793,UDP,Heartbeat Packet,Normal,172.16.52.148,192.168.216.2
485,TCP,Port Scan,Normal,172.16.132.189,192.168.20.48
1177,TCP,User Login,Malicious,172.16.100.99,192.168.94.32
74,ICMP,Suspicious Payload,Normal,172.16.214.189,192.168.26.9
1494,ICMP,Botnet Traffic,Malicious,172.16.127.254,192.168.83.34
307,UDP,DNS Query,Normal,172.16.126.113,192.168.8.44
