Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
505,TCP,Unauthorized Access,High,192.168.100.111,10.0.50.97,Malicious
974,UDP,Suspicious Payload,High,192.168.100.59,10.0.50.225,Malicious
1406,ICMP,Unauthorized Access,Critical,192.168.100.187,10.0.50.142,Malicious
443,ICMP,Botnet Traffic,Critical,192.168.100.26,10.0.50.197,Malicious
579,ICMP,SQL Injection,High,192.168.100.227,10.0.50.210,Malicious
1165,TCP,Botnet Traffic,Critical,192.168.100.95,10.0.50.173,Malicious
1343,UDP,Unauthorized Access,High,192.168.100.159,10.0.50.202,Malicious
1339,TCP,Data Exfiltration,Critical,192.168.100.216,10.0.50.71,Malicious
1251,ICMP,Unauthorized Access,Critical,192.168.100.9,10.0.50.188,Malicious
363,ICMP,DDoS SYN Flood,High,192.168.100.39,10.0.50.52,Malicious
801,UDP,Port Scan,High,192.168.100.150,10.0.50.199,Malicious
696,TCP,Data Exfiltration,High,192.168.100.207,10.0.50.234,Malicious
458,TCP,Suspicious Payload,High,192.168.100.125,10.0.50.34,Malicious
310,UDP,Data Exfiltration,High,192.168.100.201,10.0.50.2,Malicious
632,UDP,Data Exfiltration,Critical,192.168.100.241,10.0.50.228,Malicious
1063,UDP,DDoS SYN Flood,High,192.168.100.120,10.0.50.56,Malicious
691,ICMP,Unauthorized Access,Critical,192.168.100.241,10.0.50.124,Malicious
729,TCP,Suspicious Payload,Critical,192.168.100.251,10.0.50.62,Malicious
1234,ICMP,Malware Command,Critical,192.168.100.230,10.0.50.92,Malicious
884,UDP,SQL Injection,Critical,192.168.100.97,10.0.50.43,Malicious
1494,TCP,SQL Injection,Critical,192.168.100.25,10.0.50.97,Malicious
878,TCP,ARP Spoofing,Critical,192.168.100.24,10.0.50.82,Malicious
1470,UDP,Brute Force Login,Critical,192.168.100.171,10.0.50.215,Malicious
1355,TCP,Brute Force Login,High,192.168.100.145,10.0.50.36,Malicious
748,TCP,Malware Command,High,192.168.100.226,10.0.50.244,Malicious
919,TCP,DDoS SYN Flood,High,192.168.100.160,10.0.50.13,Malicious
942,TCP,Botnet Traffic,Critical,192.168.100.254,10.0.50.199,Malicious
784,UDP,Botnet Traffic,Critical,192.168.100.171,10.0.50.130,Malicious
416,UDP,Botnet Traffic,High,192.168.100.16,10.0.50.136,Malicious
412,TCP,Unauthorized Access,High,192.168.100.78,10.0.50.39,Malicious
1102,ICMP,DDoS SYN Flood,Critical,192.168.100.49,10.0.50.229,Malicious
350,TCP,ARP Spoofing,High,192.168.100.135,10.0.50.92,Malicious
1255,UDP,Suspicious Payload,Critical,192.168.100.248,10.0.50.66,Malicious
1022,TCP,SQL Injection,Critical,192.168.100.20,10.0.50.191,Malicious
615,TCP,ARP Spoofing,Critical,192.168.100.98,10.0.50.35,Malicious
1483,UDP,Malware Command,High,192.168.100.133,10.0.50.177,Malicious
760,UDP,Data Exfiltration,Critical,192.168.100.233,10.0.50.40,Malicious
1499,ICMP,Suspicious Payload,Critical,192.168.100.25,10.0.50.145,Malicious
897,ICMP,Data Exfiltration,Critical,192.168.100.230,10.0.50.25,Malicious
1265,TCP,DDoS SYN Flood,High,192.168.100.243,10.0.50.204,Malicious
466,TCP,Botnet Traffic,High,192.168.100.109,10.0.50.202,Malicious
815,TCP,Suspicious Payload,Critical,192.168.100.35,10.0.50.47,Malicious
1304,UDP,Malware Command,Critical,192.168.100.30,10.0.50.59,Malicious
1026,UDP,Suspicious Payload,High,192.168.100.15,10.0.50.34,Malicious
979,TCP,Unauthorized Access,Critical,192.168.100.143,10.0.50.208,Malicious
1261,TCP,ARP Spoofing,Critical,192.168.100.123,10.0.50.166,Malicious
1134,TCP,Brute Force Login,High,192.168.100.28,10.0.50.147,Malicious
208,ICMP,DDoS SYN Flood,Critical,192.168.100.196,10.0.50.84,Malicious
1002,TCP,Malware Command,High,192.168.100.190,10.0.50.229,Malicious
1037,UDP,SQL Injection,High,192.168.100.154,10.0.50.77,Malicious
1108,UDP,Unauthorized Access,High,192.168.100.247,10.0.50.209,Malicious
253,ICMP,Port Scan,High,192.168.100.209,10.0.50.154,Malicious
1186,ICMP,SQL Injection,Critical,192.168.100.98,10.0.50.51,Malicious
1477,TCP,ARP Spoofing,Critical,192.168.100.212,10.0.50.190,Malicious
1330,ICMP,DDoS SYN Flood,Critical,192.168.100.57,10.0.50.138,Malicious
768,TCP,Brute Force Login,High,192.168.100.125,10.0.50.55,Malicious
382,TCP,Botnet Traffic,High,192.168.100.253,10.0.50.113,Malicious
670,UDP,Port Scan,High,192.168.100.180,10.0.50.62,Malicious
1343,TCP,Port Scan,High,192.168.100.121,10.0.50.164,Malicious
831,TCP,Brute Force Login,Critical,192.168.100.118,10.0.50.123,Malicious
998,TCP,Data Exfiltration,High,192.168.100.9,10.0.50.245,Malicious
297,TCP,SQL Injection,High,192.168.100.154,10.0.50.251,Malicious
419,TCP,DDoS SYN Flood,High,192.168.100.116,10.0.50.193,Malicious
1441,TCP,Port Scan,Critical,192.168.100.164,10.0.50.74,Malicious
1115,ICMP,SQL Injection,Critical,192.168.100.86,10.0.50.19,Malicious
1411,UDP,Brute Force Login,High,192.168.100.150,10.0.50.171,Malicious
905,UDP,Brute Force Login,High,192.168.100.44,10.0.50.204,Malicious
1176,UDP,Port Scan,High,192.168.100.35,10.0.50.44,Malicious
535,UDP,Malware Command,High,192.168.100.90,10.0.50.3,Malicious
853,TCP,ARP Spoofing,Critical,192.168.100.25,10.0.50.170,Malicious
1442,UDP,Suspicious Payload,Critical,192.168.100.71,10.0.50.248,Malicious
957,UDP,Unauthorized Access,High,192.168.100.222,10.0.50.103,Malicious
1262,TCP,Malware Command,High,192.168.100.190,10.0.50.198,Malicious
445,TCP,ARP Spoofing,Critical,192.168.100.39,10.0.50.198,Malicious
1410,UDP,Data Exfiltration,High,192.168.100.211,10.0.50.18,Malicious
398,ICMP,ARP Spoofing,High,192.168.100.17,10.0.50.174,Malicious
1425,TCP,Port Scan,Critical,192.168.100.160,10.0.50.128,Malicious
684,UDP,Botnet Traffic,High,192.168.100.115,10.0.50.127,Malicious
1128,UDP,DDoS SYN Flood,Critical,192.168.100.254,10.0.50.107,Malicious
1471,UDP,Botnet Traffic,Critical,192.168.100.234,10.0.50.222,Malicious
302,UDP,Suspicious Payload,High,192.168.100.52,10.0.50.55,Malicious
807,TCP,Port Scan,High,192.168.100.100,10.0.50.74,Malicious
1102,UDP,Port Scan,Critical,192.168.100.39,10.0.50.125,Malicious
751,UDP,Botnet Traffic,High,192.168.100.189,10.0.50.42,Malicious
626,UDP,Malware Command,Critical,192.168.100.91,10.0.50.25,Malicious
407,UDP,DDoS SYN Flood,Critical,192.168.100.153,10.0.50.85,Malicious
1224,UDP,Malware Command,High,192.168.100.45,10.0.50.132,Malicious
1217,ICMP,Data Exfiltration,Critical,192.168.100.96,10.0.50.94,Malicious
1209,UDP,SQL Injection,Critical,192.168.100.253,10.0.50.161,Malicious
1103,TCP,Unauthorized Access,High,192.168.100.184,10.0.50.92,Malicious
404,UDP,ARP Spoofing,High,192.168.100.12,10.0.50.50,Malicious
575,TCP,Data Exfiltration,Critical,192.168.100.76,10.0.50.214,Malicious
793,ICMP,SQL Injection,Critical,192.168.100.183,10.0.50.207,Malicious
860,ICMP,ARP Spoofing,High,192.168.100.249,10.0.50.145,Malicious
1192,ICMP,Malware Command,Critical,192.168.100.170,10.0.50.41,Malicious
1447,ICMP,Botnet Traffic,Critical,192.168.100.73,10.0.50.67,Malicious
1144,ICMP,SQL Injection,Critical,192.168.100.12,10.0.50.104,Malicious
1362,ICMP,Malware Command,High,192.168.100.183,10.0.50.23,Malicious
935,TCP,Botnet Traffic,High,192.168.100.18,10.0.50.207,Malicious
1464,TCP,Port Scan,High,192.168.100.213,10.0.50.242,Malicious
716,ICMP,Port Scan,High,192.168.100.210,10.0.50.43,Malicious
784,UDP,Suspicious Payload,Critical,192.168.100.180,10.0.50.200,Malicious
863,TCP,Brute Force Login,Critical,192.168.100.167,10.0.50.196,Malicious
448,TCP,Malware Command,Critical,192.168.100.200,10.0.50.229,Malicious
313,UDP,ARP Spoofing,Critical,192.168.100.221,10.0.50.110,Malicious
1175,TCP,ARP Spoofing,Critical,192.168.100.34,10.0.50.207,Malicious
846,ICMP,Brute Force Login,High,192.168.100.143,10.0.50.101,Malicious
1215,ICMP,Port Scan,Critical,192.168.100.69,10.0.50.213,Malicious
709,TCP,Brute Force Login,High,192.168.100.15,10.0.50.44,Malicious
1413,ICMP,Botnet Traffic,Critical,192.168.100.23,10.0.50.213,Malicious
758,ICMP,DDoS SYN Flood,Critical,192.168.100.101,10.0.50.50,Malicious
875,UDP,Data Exfiltration,Critical,192.168.100.245,10.0.50.204,Malicious
690,UDP,Suspicious Payload,Critical,192.168.100.1,10.0.50.93,Malicious
600,ICMP,Botnet Traffic,High,192.168.100.172,10.0.50.125,Malicious
1386,TCP,DDoS SYN Flood,High,192.168.100.149,10.0.50.17,Malicious
1375,TCP,Suspicious Payload,High,192.168.100.229,10.0.50.128,Malicious
1013,ICMP,ARP Spoofing,Critical,192.168.100.14,10.0.50.218,Malicious
1072,ICMP,Botnet Traffic,High,192.168.100.90,10.0.50.182,Malicious
241,UDP,Botnet Traffic,Critical,192.168.100.115,10.0.50.21,Malicious
229,ICMP,Data Exfiltration,Critical,192.168.100.93,10.0.50.233,Malicious
740,ICMP,Malware Command,High,192.168.100.88,10.0.50.239,Malicious
1268,UDP,Data Exfiltration,High,192.168.100.134,10.0.50.61,Malicious
1353,ICMP,ARP Spoofing,Critical,192.168.100.221,10.0.50.45,Malicious
1063,ICMP,Data Exfiltration,High,192.168.100.195,10.0.50.99,Malicious
228,TCP,Data Exfiltration,High,192.168.100.161,10.0.50.94,Malicious
507,UDP,Data Exfiltration,High,192.168.100.102,10.0.50.181,Malicious
1468,ICMP,Data Exfiltration,High,192.168.100.151,10.0.50.18,Malicious
924,ICMP,Malware Command,High,192.168.100.55,10.0.50.67,Malicious
373,UDP,DDoS SYN Flood,Critical,192.168.100.212,10.0.50.126,Malicious
1183,UDP,Unauthorized Access,High,192.168.100.248,10.0.50.64,Malicious
1447,TCP,ARP Spoofing,High,192.168.100.65,10.0.50.98,Malicious
841,UDP,Brute Force Login,High,192.168.100.120,10.0.50.225,Malicious
669,ICMP,ARP Spoofing,Critical,192.168.100.209,10.0.50.40,Malicious
725,TCP,ARP Spoofing,High,192.168.100.232,10.0.50.12,Malicious
1437,ICMP,ARP Spoofing,High,192.168.100.113,10.0.50.69,Malicious
473,ICMP,ARP Spoofing,Critical,192.168.100.144,10.0.50.15,Malicious
428,ICMP,Suspicious Payload,High,192.168.100.170,10.0.50.109,Malicious
1158,UDP,Port Scan,Critical,192.168.100.28,10.0.50.26,Malicious
594,UDP,DDoS SYN Flood,Critical,192.168.100.57,10.0.50.102,Malicious
1084,UDP,SQL Injection,High,192.168.100.34,10.0.50.197,Malicious
449,UDP,ARP Spoofing,Critical,192.168.100.234,10.0.50.201,Malicious
1121,UDP,ARP Spoofing,High,192.168.100.162,10.0.50.75,Malicious
933,ICMP,ARP Spoofing,High,192.168.100.25,10.0.50.130,Malicious
407,UDP,Brute Force Login,Critical,192.168.100.155,10.0.50.112,Malicious
1198,ICMP,Brute Force Login,Critical,192.168.100.107,10.0.50.194,Malicious
652,TCP,Brute Force Login,High,192.168.100.58,10.0.50.200,Malicious
355,TCP,Suspicious Payload,Critical,192.168.100.210,10.0.50.207,Malicious
1449,TCP,Botnet Traffic,Critical,192.168.100.121,10.0.50.126,Malicious
570,ICMP,Brute Force Login,High,192.168.100.53,10.0.50.38,Malicious
368,ICMP,Data Exfiltration,High,192.168.100.155,10.0.50.17,Malicious
912,UDP,SQL Injection,High,192.168.100.146,10.0.50.30,Malicious
1347,UDP,SQL Injection,Critical,192.168.100.251,10.0.50.205,Malicious
789,UDP,Brute Force Login,High,192.168.100.148,10.0.50.173,Malicious
709,TCP,ARP Spoofing,Critical,192.168.100.141,10.0.50.118,Malicious
437,UDP,Botnet Traffic,High,192.168.100.71,10.0.50.56,Malicious
224,UDP,Suspicious Payload,High,192.168.100.3,10.0.50.214,Malicious
834,UDP,Botnet Traffic,Critical,192.168.100.160,10.0.50.98,Malicious
1308,UDP,Botnet Traffic,High,192.168.100.31,10.0.50.84,Malicious
1267,UDP,Brute Force Login,High,192.168.100.94,10.0.50.2,Malicious
1383,UDP,ARP Spoofing,High,192.168.100.110,10.0.50.148,Malicious
706,ICMP,Suspicious Payload,Critical,192.168.100.29,10.0.50.43,Malicious
1275,UDP,Malware Command,Critical,192.168.100.116,10.0.50.203,Malicious
1325,UDP,Data Exfiltration,Critical,192.168.100.1,10.0.50.195,Malicious
245,UDP,Unauthorized Access,Critical,192.168.100.64,10.0.50.139,Malicious
1455,UDP,Botnet Traffic,High,192.168.100.17,10.0.50.51,Malicious
527,TCP,Unauthorized Access,High,192.168.100.216,10.0.50.184,Malicious
1431,TCP,Data Exfiltration,Critical,192.168.100.165,10.0.50.7,Malicious
1258,ICMP,Port Scan,Critical,192.168.100.35,10.0.50.121,Malicious
1021,TCP,SQL Injection,Critical,192.168.100.158,10.0.50.93,Malicious
1327,UDP,ARP Spoofing,Critical,192.168.100.159,10.0.50.4,Malicious
616,ICMP,Unauthorized Access,Critical,192.168.100.14,10.0.50.211,Malicious
444,UDP,Data Exfiltration,Critical,192.168.100.79,10.0.50.209,Malicious
1420,UDP,ARP Spoofing,High,192.168.100.141,10.0.50.174,Malicious
955,TCP,Botnet Traffic,High,192.168.100.96,10.0.50.25,Malicious
1073,UDP,Botnet Traffic,High,192.168.100.230,10.0.50.202,Malicious
949,ICMP,SQL Injection,Critical,192.168.100.96,10.0.50.234,Malicious
791,TCP,SQL Injection,High,192.168.100.57,10.0.50.25,Malicious
372,UDP,DDoS SYN Flood,Critical,192.168.100.133,10.0.50.202,Malicious
520,UDP,DDoS SYN Flood,Critical,192.168.100.166,10.0.50.143,Malicious
368,ICMP,Unauthorized Access,High,192.168.100.38,10.0.50.16,Malicious
566,UDP,Data Exfiltration,Critical,192.168.100.77,10.0.50.169,Malicious
446,ICMP,Port Scan,High,192.168.100.210,10.0.50.61,Malicious
1377,TCP,SQL Injection,High,192.168.100.81,10.0.50.2,Malicious
559,TCP,Suspicious Payload,Critical,192.168.100.136,10.0.50.214,Malicious
699,ICMP,ARP Spoofing,High,192.168.100.39,10.0.50.144,Malicious
865,ICMP,SQL Injection,Critical,192.168.100.92,10.0.50.216,Malicious
273,TCP,Malware Command,High,192.168.100.16,10.0.50.93,Malicious
1358,ICMP,ARP Spoofing,High,192.168.100.48,10.0.50.133,Malicious
1357,UDP,Botnet Traffic,High,192.168.100.133,10.0.50.220,Malicious
266,TCP,Brute Force Login,Critical,192.168.100.152,10.0.50.224,Malicious
1368,ICMP,Brute Force Login,Critical,192.168.100.2,10.0.50.145,Malicious
998,UDP,Suspicious Payload,High,192.168.100.126,10.0.50.133,Malicious
675,TCP,Malware Command,Critical,192.168.100.32,10.0.50.103,Malicious
581,TCP,SQL Injection,Critical,192.168.100.84,10.0.50.48,Malicious
683,UDP,Unauthorized Access,Critical,192.168.100.207,10.0.50.109,Malicious
401,ICMP,Malware Command,High,192.168.100.174,10.0.50.18,Malicious
411,TCP,ARP Spoofing,Critical,192.168.100.173,10.0.50.158,Malicious
233,ICMP,ARP Spoofing,Critical,192.168.100.24,10.0.50.39,Malicious
567,ICMP,Botnet Traffic,Critical,192.168.100.10,10.0.50.4,Malicious
329,UDP,SQL Injection,High,192.168.100.18,10.0.50.83,Malicious
565,ICMP,Malware Command,High,192.168.100.105,10.0.50.246,Malicious
395,TCP,Brute Force Login,Critical,192.168.100.89,10.0.50.135,Malicious
1051,TCP,Port Scan,High,192.168.100.20,10.0.50.31,Malicious
294,ICMP,Port Scan,High,192.168.100.186,10.0.50.5,Malicious
342,UDP,Data Exfiltration,High,192.168.100.30,10.0.50.90,Malicious
281,ICMP,SQL Injection,Critical,192.168.100.62,10.0.50.89,Malicious
594,UDP,Botnet Traffic,High,192.168.100.142,10.0.50.155,Malicious
669,TCP,Botnet Traffic,High,192.168.100.94,10.0.50.102,Malicious
1083,UDP,Data Exfiltration,Critical,192.168.100.29,10.0.50.158,Malicious
567,UDP,ARP Spoofing,High,192.168.100.103,10.0.50.78,Malicious
659,UDP,Data Exfiltration,Critical,192.168.100.217,10.0.50.246,Malicious
208,ICMP,Port Scan,High,192.168.100.171,10.0.50.184,Malicious
1164,TCP,Malware Command,Critical,192.168.100.166,10.0.50.185,Malicious
1441,ICMP,Brute Force Login,High,192.168.100.142,10.0.50.54,Malicious
1171,ICMP,Brute Force Login,Critical,192.168.100.37,10.0.50.105,Malicious
575,UDP,Malware Command,Critical,192.168.100.101,10.0.50.80,Malicious
252,UDP,Botnet Traffic,Critical,192.168.100.216,10.0.50.224,Malicious
322,TCP,Unauthorized Access,Critical,192.168.100.26,10.0.50.212,Malicious
521,UDP,Port Scan,Critical,192.168.100.82,10.0.50.245,Malicious
1368,TCP,Malware Command,High,192.168.100.232,10.0.50.40,Malicious
1400,UDP,Unauthorized Access,High,192.168.100.198,10.0.50.42,Malicious
1002,ICMP,SQL Injection,Critical,192.168.100.196,10.0.50.191,Malicious
1152,ICMP,Unauthorized Access,High,192.168.100.74,10.0.50.137,Malicious
1317,ICMP,Unauthorized Access,High,192.168.100.163,10.0.50.169,Malicious
898,TCP,Botnet Traffic,Critical,192.168.100.195,10.0.50.188,Malicious
1196,ICMP,SQL Injection,High,192.168.100.224,10.0.50.163,Malicious
1018,ICMP,SQL Injection,Critical,192.168.100.26,10.0.50.197,Malicious
1192,TCP,Data Exfiltration,High,192.168.100.118,10.0.50.141,Malicious
349,UDP,ARP Spoofing,Critical,192.168.100.218,10.0.50.230,Malicious
872,UDP,Suspicious Payload,High,192.168.100.122,10.0.50.210,Malicious
1333,UDP,Botnet Traffic,High,192.168.100.72,10.0.50.75,Malicious
1373,TCP,ARP Spoofing,High,192.168.100.208,10.0.50.36,Malicious
911,ICMP,Unauthorized Access,High,192.168.100.18,10.0.50.152,Malicious
618,ICMP,Suspicious Payload,High,192.168.100.168,10.0.50.228,Malicious
1252,ICMP,Unauthorized Access,High,192.168.100.54,10.0.50.156,Malicious
987,ICMP,Unauthorized Access,High,192.168.100.121,10.0.50.39,Malicious
261,UDP,Brute Force Login,High,192.168.100.24,10.0.50.202,Malicious
765,UDP,Brute Force Login,Critical,192.168.100.202,10.0.50.169,Malicious
344,ICMP,Port Scan,Critical,192.168.100.88,10.0.50.92,Malicious
588,ICMP,SQL Injection,High,192.168.100.33,10.0.50.8,Malicious
1438,ICMP,Data Exfiltration,Critical,192.168.100.54,10.0.50.107,Malicious
719,TCP,Unauthorized Access,High,192.168.100.137,10.0.50.157,Malicious
1149,UDP,SQL Injection,Critical,192.168.100.153,10.0.50.109,Malicious
532,UDP,ARP Spoofing,High,192.168.100.215,10.0.50.113,Malicious
720,UDP,SQL Injection,High,192.168.100.177,10.0.50.60,Malicious
587,ICMP,Suspicious Payload,Critical,192.168.100.159,10.0.50.53,Malicious
254,ICMP,Suspicious Payload,Critical,192.168.100.135,10.0.50.142,Malicious
1162,UDP,Botnet Traffic,Critical,192.168.100.134,10.0.50.251,Malicious
1338,TCP,Botnet Traffic,Critical,192.168.100.249,10.0.50.165,Malicious
1149,UDP,DDoS SYN Flood,Critical,192.168.100.176,10.0.50.215,Malicious
1444,UDP,SQL Injection,High,192.168.100.106,10.0.50.249,Malicious
358,ICMP,Brute Force Login,High,192.168.100.104,10.0.50.159,Malicious
1336,TCP,Malware Command,High,192.168.100.35,10.0.50.150,Malicious
598,TCP,Malware Command,Critical,192.168.100.178,10.0.50.5,Malicious
635,TCP,Unauthorized Access,Critical,192.168.100.90,10.0.50.182,Malicious
1400,UDP,Malware Command,High,192.168.100.163,10.0.50.161,Malicious
995,TCP,Brute Force Login,Critical,192.168.100.28,10.0.50.100,Malicious
638,TCP,Suspicious Payload,Critical,192.168.100.152,10.0.50.109,Malicious
629,UDP,Brute Force Login,High,192.168.100.199,10.0.50.78,Malicious
825,ICMP,ARP Spoofing,Critical,192.168.100.113,10.0.50.196,Malicious
203,ICMP,Suspicious Payload,High,192.168.100.132,10.0.50.205,Malicious
1321,ICMP,SQL Injection,Critical,192.168.100.92,10.0.50.165,Malicious
578,TCP,Malware Command,Critical,192.168.100.115,10.0.50.66,Malicious
1073,TCP,Data Exfiltration,High,192.168.100.34,10.0.50.104,Malicious
1047,UDP,Suspicious Payload,Critical,192.168.100.88,10.0.50.200,Malicious
1407,ICMP,DDoS SYN Flood,High,192.168.100.215,10.0.50.240,Malicious
271,ICMP,ARP Spoofing,High,192.168.100.214,10.0.50.92,Malicious
347,TCP,DDoS SYN Flood,Critical,192.168.100.76,10.0.50.94,Malicious
910,ICMP,DDoS SYN Flood,Critical,192.168.100.88,10.0.50.220,Malicious
1034,TCP,Unauthorized Access,High,192.168.100.195,10.0.50.8,Malicious
505,UDP,Data Exfiltration,High,192.168.100.100,10.0.50.176,Malicious
1042,TCP,Port Scan,Critical,192.168.100.88,10.0.50.195,Malicious
631,TCP,Malware Command,High,192.168.100.9,10.0.50.166,Malicious
654,TCP,Botnet Traffic,Critical,192.168.100.195,10.0.50.227,Malicious
783,ICMP,Botnet Traffic,Critical,192.168.100.115,10.0.50.215,Malicious
1373,ICMP,Brute Force Login,Critical,192.168.100.203,10.0.50.18,Malicious
840,TCP,Unauthorized Access,Critical,192.168.100.207,10.0.50.238,Malicious
1204,UDP,DDoS SYN Flood,High,192.168.100.141,10.0.50.96,Malicious
1175,ICMP,ARP Spoofing,Critical,192.168.100.81,10.0.50.84,Malicious
680,TCP,Malware Command,High,192.168.100.86,10.0.50.132,Malicious
522,ICMP,Botnet Traffic,Critical,192.168.100.238,10.0.50.126,Malicious
670,UDP,Botnet Traffic,High,192.168.100.93,10.0.50.79,Malicious
1340,TCP,ARP Spoofing,High,192.168.100.236,10.0.50.63,Malicious
582,ICMP,ARP Spoofing,Critical,192.168.100.158,10.0.50.21,Malicious
779,ICMP,Suspicious Payload,Critical,192.168.100.223,10.0.50.175,Malicious
486,UDP,Port Scan,High,192.168.100.126,10.0.50.227,Malicious
1058,UDP,Data Exfiltration,Critical,192.168.100.148,10.0.50.135,Malicious
1277,TCP,Unauthorized Access,High,192.168.100.192,10.0.50.204,Malicious
726,ICMP,Malware Command,Critical,192.168.100.162,10.0.50.8,Malicious
384,TCP,DDoS SYN Flood,Critical,192.168.100.192,10.0.50.72,Malicious
1004,UDP,Brute Force Login,Critical,192.168.100.41,10.0.50.170,Malicious
946,UDP,Malware Command,Critical,192.168.100.83,10.0.50.115,Malicious
1428,ICMP,ARP Spoofing,High,192.168.100.205,10.0.50.178,Malicious
1360,ICMP,ARP Spoofing,High,192.168.100.224,10.0.50.159,Malicious
393,ICMP,Malware Command,High,192.168.100.48,10.0.50.86,Malicious
998,TCP,Suspicious Payload,Critical,192.168.100.224,10.0.50.110,Malicious
1266,TCP,Suspicious Payload,Critical,192.168.100.221,10.0.50.112,Malicious
1278,TCP,Data Exfiltration,Critical,192.168.100.124,10.0.50.136,Malicious
1065,UDP,Botnet Traffic,High,192.168.100.69,10.0.50.44,Malicious
