Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
1060,TCP,Botnet Traffic,High,192.168.100.222,10.0.50.240,Malicious
1326,UDP,Unauthorized Access,High,192.168.100.40,10.0.50.207,Malicious
1142,ICMP,Data Exfiltration,High,192.168.100.136,10.0.50.37,Malicious
686,ICMP,Botnet Traffic,Critical,192.168.100.72,10.0.50.145,Malicious
994,UDP,Malware Command,High,192.168.100.161,10.0.50.54,Malicious
772,TCP,ARP Spoofing,High,192.168.100.27,10.0.50.209,Malicious
1419,TCP,Suspicious Payload,Critical,192.168.100.122,10.0.50.147,Malicious
932,TCP,Data Exfiltration,Critical,192.168.100.46,10.0.50.7,Malicious
425,UDP,Unauthorized Access,Critical,192.168.100.198,10.0.50.58,Malicious
796,ICMP,Suspicious Payload,High,192.168.100.234,10.0.50.119,Malicious
509,UDP,DDoS SYN Flood,Critical,192.168.100.108,10.0.50.84,Malicious
705,TCP,Malware Command,High,192.168.100.186,10.0.50.251,Malicious
1247,UDP,DDoS SYN Flood,Critical,192.168.100.215,10.0.50.165,Malicious
1246,ICMP,Botnet Traffic,High,192.168.100.18,10.0.50.118,Malicious
1040,UDP,SQL Injection,High,192.168.100.58,10.0.50.226,Malicious
1096,UDP,Port Scan,Critical,192.168.100.25,10.0.50.227,Malicious
1415,UDP,Brute Force Login,High,192.168.100.229,10.0.50.162,Malicious
573,ICMP,Port Scan,Critical,192.168.100.223,10.0.50.94,Malicious
1404,ICMP,DDoS SYN Flood,High,192.168.100.3,10.0.50.8,Malicious
331,TCP,Suspicious Payload,Critical,192.168.100.130,10.0.50.37,Malicious
1273,ICMP,Malware Command,High,192.168.100.232,10.0.50.5,Malicious
337,TCP,SQL Injection,High,192.168.100.121,10.0.50.95,Malicious
852,ICMP,Unauthorized Access,Critical,192.168.100.136,10.0.50.77,Malicious
314,ICMP,Data Exfiltration,Critical,192.168.100.228,10.0.50.238,Malicious
1265,ICMP,Port Scan,Critical,192.168.100.167,10.0.50.80,Malicious
571,ICMP,SQL Injection,Critical,192.168.100.136,10.0.50.156,Malicious
503,ICMP,Unauthorized Access,Critical,192.168.100.194,10.0.50.48,Malicious
994,TCP,Data Exfiltration,High,192.168.100.141,10.0.50.161,Malicious
1178,UDP,SQL Injection,Critical,192.168.100.56,10.0.50.19,Malicious
1378,TCP,Port Scan,High,192.168.100.202,10.0.50.27,Malicious
1185,TCP,Botnet Traffic,Critical,192.168.100.91,10.0.50.55,Malicious
1423,ICMP,Brute Force Login,High,192.168.100.20,10.0.50.127,Malicious
470,TCP,Unauthorized Access,High,192.168.100.54,10.0.50.250,Malicious
261,ICMP,Brute Force Login,High,192.168.100.78,10.0.50.35,Malicious
1478,TCP,Brute Force Login,High,192.168.100.113,10.0.50.161,Malicious
1074,ICMP,Port Scan,Critical,192.168.100.205,10.0.50.151,Malicious
390,TCP,Malware Command,Critical,192.168.100.175,10.0.50.192,Malicious
697,TCP,Data Exfiltration,Critical,192.168.100.72,10.0.50.45,Malicious
725,TCP,SQL Injection,High,192.168.100.30,10.0.50.8,Malicious
858,ICMP,DDoS SYN Flood,High,192.168.100.29,10.0.50.20,Malicious
524,UDP,Data Exfiltration,High,192.168.100.187,10.0.50.137,Malicious
867,TCP,SQL Injection,High,192.168.100.115,10.0.50.233,Malicious
1224,ICMP,Suspicious Payload,High,192.168.100.91,10.0.50.222,Malicious
500,UDP,Malware Command,Critical,192.168.100.85,10.0.50.224,Malicious
762,UDP,DDoS SYN Flood,High,192.168.100.115,10.0.50.181,Malicious
787,TCP,ARP Spoofing,Critical,192.168.100.129,10.0.50.74,Malicious
1206,ICMP,SQL Injection,High,192.168.100.230,10.0.50.70,Malicious
607,UDP,Suspicious Payload,Critical,192.168.100.176,10.0.50.241,Malicious
641,ICMP,ARP Spoofing,Critical,192.168.100.21,10.0.50.254,Malicious
873,ICMP,Suspicious Payload,High,192.168.100.189,10.0.50.234,Malicious
534,UDP,Botnet Traffic,High,192.168.100.97,10.0.50.179,Malicious
932,UDP,Suspicious Payload,Critical,192.168.100.93,10.0.50.198,Malicious
890,ICMP,Botnet Traffic,Critical,192.168.100.90,10.0.50.93,Malicious
991,ICMP,Unauthorized Access,High,192.168.100.116,10.0.50.135,Malicious
1113,ICMP,Malware Command,High,192.168.100.69,10.0.50.144,Malicious
719,TCP,Botnet Traffic,High,192.168.100.223,10.0.50.183,Malicious
747,TCP,ARP Spoofing,Critical,192.168.100.138,10.0.50.111,Malicious
1411,TCP,Malware Command,Critical,192.168.100.51,10.0.50.28,Malicious
915,TCP,Unauthorized Access,High,192.168.100.151,10.0.50.240,Malicious
395,TCP,Data Exfiltration,High,192.168.100.102,10.0.50.57,Malicious
1280,TCP,Botnet Traffic,Critical,192.168.100.123,10.0.50.23,Malicious
729,ICMP,Malware Command,Critical,192.168.100.13,10.0.50.79,Malicious
951,ICMP,Data Exfiltration,Critical,192.168.100.59,10.0.50.251,Malicious
379,UDP,Unauthorized Access,Critical,192.168.100.3,10.0.50.77,Malicious
1243,UDP,Suspicious Payload,Critical,192.168.100.236,10.0.50.188,Malicious
310,ICMP,ARP Spoofing,Critical,192.168.100.17,10.0.50.127,Malicious
1479,ICMP,Brute Force Login,High,192.168.100.133,10.0.50.158,Malicious
380,ICMP,DDoS SYN Flood,High,192.168.100.178,10.0.50.45,Malicious
540,TCP,Suspicious Payload,High,192.168.100.58,10.0.50.55,Malicious
1198,TCP,Suspicious Payload,High,192.168.100.9,10.0.50.20,Malicious
903,UDP,SQL Injection,High,192.168.100.131,10.0.50.121,Malicious
1450,ICMP,Port Scan,Critical,192.168.100.120,10.0.50.119,Malicious
1486,UDP,Botnet Traffic,Critical,192.168.100.254,10.0.50.98,Malicious
432,UDP,Suspicious Payload,High,192.168.100.91,10.0.50.71,Malicious
843,TCP,Unauthorized Access,High,192.168.100.207,10.0.50.139,Malicious
1007,ICMP,Botnet Traffic,High,192.168.100.177,10.0.50.210,Malicious
386,TCP,Suspicious Payload,High,192.168.100.30,10.0.50.176,Malicious
878,TCP,Brute Force Login,Critical,192.168.100.95,10.0.50.194,Malicious
656,UDP,Malware Command,High,192.168.100.93,10.0.50.176,Malicious
287,UDP,Port Scan,Critical,192.168.100.205,10.0.50.81,Malicious
748,TCP,Brute Force Login,Critical,192.168.100.222,10.0.50.89,Malicious
1037,ICMP,Botnet Traffic,Critical,192.168.100.230,10.0.50.202,Malicious
842,UDP,Port Scan,Critical,192.168.100.139,10.0.50.121,Malicious
1455,ICMP,Port Scan,High,192.168.100.231,10.0.50.18,Malicious
897,TCP,ARP Spoofing,Critical,192.168.100.79,10.0.50.14,Malicious
255,ICMP,DDoS SYN Flood,Critical,192.168.100.17,10.0.50.105,Malicious
225,TCP,Unauthorized Access,Critical,192.168.100.226,10.0.50.46,Malicious
1102,UDP,ARP Spoofing,High,192.168.100.149,10.0.50.48,Malicious
423,UDP,Data Exfiltration,Critical,192.168.100.210,10.0.50.47,Malicious
1493,ICMP,ARP Spoofing,Critical,192.168.100.154,10.0.50.148,Malicious
1030,TCP,Unauthorized Access,High,192.168.100.13,10.0.50.247,Malicious
828,UDP,Botnet Traffic,High,192.168.100.5,10.0.50.50,Malicious
985,UDP,DDoS SYN Flood,Critical,192.168.100.29,10.0.50.224,Malicious
1191,TCP,Port Scan,High,192.168.100.148,10.0.50.115,Malicious
1277,UDP,Botnet Traffic,High,192.168.100.142,10.0.50.21,Malicious
1245,TCP,DDoS SYN Flood,Critical,192.168.100.157,10.0.50.17,Malicious
1207,ICMP,Botnet Traffic,High,192.168.100.47,10.0.50.167,Malicious
781,TCP,Botnet Traffic,High,192.168.100.244,10.0.50.15,Malicious
1160,UDP,SQL Injection,High,192.168.100.206,10.0.50.20,Malicious
1243,TCP,Suspicious Payload,Critical,192.168.100.9,10.0.50.231,Malicious
214,ICMP,Suspicious Payload,High,192.168.100.180,10.0.50.41,Malicious
1080,UDP,Data Exfiltration,Critical,192.168.100.82,10.0.50.6,Malicious
380,ICMP,DDoS SYN Flood,High,192.168.100.206,10.0.50.31,Malicious
1277,ICMP,Port Scan,Critical,192.168.100.125,10.0.50.90,Malicious
346,UDP,SQL Injection,Critical,192.168.100.236,10.0.50.254,Malicious
804,UDP,Port Scan,High,192.168.100.100,10.0.50.6,Malicious
1022,UDP,Unauthorized Access,Critical,192.168.100.188,10.0.50.75,Malicious
1149,ICMP,DDoS SYN Flood,High,192.168.100.232,10.0.50.143,Malicious
1008,UDP,SQL Injection,Critical,192.168.100.172,10.0.50.160,Malicious
660,TCP,Malware Command,High,192.168.100.56,10.0.50.60,Malicious
868,UDP,Unauthorized Access,Critical,192.168.100.66,10.0.50.32,Malicious
1118,TCP,ARP Spoofing,Critical,192.168.100.250,10.0.50.173,Malicious
1089,ICMP,SQL Injection,High,192.168.100.128,10.0.50.234,Malicious
237,UDP,Data Exfiltration,Critical,192.168.100.112,10.0.50.152,Malicious
969,TCP,DDoS SYN Flood,High,192.168.100.25,10.0.50.200,Malicious
1455,TCP,Malware Command,High,192.168.100.75,10.0.50.13,Malicious
706,UDP,Brute Force Login,Critical,192.168.100.20,10.0.50.192,Malicious
1116,ICMP,Botnet Traffic,Critical,192.168.100.199,10.0.50.97,Malicious
1270,ICMP,Data Exfiltration,High,192.168.100.60,10.0.50.221,Malicious
1408,ICMP,ARP Spoofing,High,192.168.100.119,10.0.50.10,Malicious
516,TCP,ARP Spoofing,High,192.168.100.108,10.0.50.248,Malicious
943,UDP,Botnet Traffic,Critical,192.168.100.230,10.0.50.115,Malicious
532,ICMP,Unauthorized Access,Critical,192.168.100.38,10.0.50.113,Malicious
282,ICMP,Port Scan,High,192.168.100.251,10.0.50.171,Malicious
274,UDP,Botnet Traffic,High,192.168.100.13,10.0.50.211,Malicious
624,ICMP,Malware Command,Critical,192.168.100.128,10.0.50.137,Malicious
885,UDP,Suspicious Payload,High,192.168.100.120,10.0.50.107,Malicious
1070,UDP,DDoS SYN Flood,High,192.168.100.178,10.0.50.241,Malicious
446,TCP,Port Scan,Critical,192.168.100.209,10.0.50.253,Malicious
1226,UDP,Unauthorized Access,High,192.168.100.6,10.0.50.159,Malicious
1253,UDP,Port Scan,Critical,192.168.100.34,10.0.50.66,Malicious
229,ICMP,Brute Force Login,Critical,192.168.100.226,10.0.50.74,Malicious
484,TCP,Botnet Traffic,Critical,192.168.100.179,10.0.50.192,Malicious
1142,UDP,DDoS SYN Flood,High,192.168.100.24,10.0.50.101,Malicious
281,ICMP,ARP Spoofing,Critical,192.168.100.25,10.0.50.41,Malicious
286,TCP,Port Scan,Critical,192.168.100.21,10.0.50.48,Malicious
1094,ICMP,Brute Force Login,Critical,192.168.100.144,10.0.50.178,Malicious
1283,UDP,Data Exfiltration,High,192.168.100.216,10.0.50.133,Malicious
1444,ICMP,Malware Command,Critical,192.168.100.94,10.0.50.216,Malicious
1451,UDP,DDoS SYN Flood,High,192.168.100.22,10.0.50.234,Malicious
1288,ICMP,ARP Spoofing,High,192.168.100.141,10.0.50.232,Malicious
1465,ICMP,Botnet Traffic,Critical,192.168.100.190,10.0.50.112,Malicious
1245,ICMP,ARP Spoofing,Critical,192.168.100.80,10.0.50.242,Malicious
912,TCP,Brute Force Login,Critical,192.168.100.129,10.0.50.252,Malicious
943,ICMP,Unauthorized Access,Critical,192.168.100.190,10.0.50.25,Malicious
988,TCP,Suspicious Payload,Critical,192.168.100.115,10.0.50.166,Malicious
390,TCP,Brute Force Login,High,192.168.100.9,10.0.50.38,Malicious
283,TCP,DDoS SYN Flood,Critical,192.168.100.155,10.0.50.48,Malicious
455,TCP,Brute Force Login,High,192.168.100.2,10.0.50.22,Malicious
1114,ICMP,Brute Force Login,Critical,192.168.100.251,10.0.50.39,Malicious
1452,TCP,Botnet Traffic,High,192.168.100.245,10.0.50.142,Malicious
1252,TCP,Suspicious Payload,High,192.168.100.228,10.0.50.102,Malicious
1242,UDP,SQL Injection,High,192.168.100.213,10.0.50.242,Malicious
875,UDP,DDoS SYN Flood,Critical,192.168.100.71,10.0.50.33,Malicious
814,ICMP,SQL Injection,Critical,192.168.100.56,10.0.50.79,Malicious
1203,UDP,Brute Force Login,Critical,192.168.100.48,10.0.50.108,Malicious
1133,ICMP,Malware Command,Critical,192.168.100.86,10.0.50.33,Malicious
1301,ICMP,Port Scan,High,192.168.100.24,10.0.50.109,Malicious
1260,TCP,Malware Command,High,192.168.100.25,10.0.50.25,Malicious
1415,UDP,Malware Command,Critical,192.168.100.118,10.0.50.171,Malicious
898,TCP,Malware Command,Critical,192.168.100.208,10.0.50.250,Malicious
845,ICMP,Botnet Traffic,Critical,192.168.100.138,10.0.50.139,Malicious
723,ICMP,Suspicious Payload,High,192.168.100.44,10.0.50.249,Malicious
884,UDP,ARP Spoofing,High,192.168.100.206,10.0.50.19,Malicious
611,TCP,Brute Force Login,High,192.168.100.51,10.0.50.21,Malicious
261,TCP,Unauthorized Access,Critical,192.168.100.76,10.0.50.80,Malicious
696,ICMP,Brute Force Login,High,192.168.100.185,10.0.50.35,Malicious
411,UDP,Suspicious Payload,High,192.168.100.62,10.0.50.23,Malicious
946,UDP,Data Exfiltration,High,192.168.100.79,10.0.50.53,Malicious
789,TCP,Botnet Traffic,Critical,192.168.100.247,10.0.50.224,Malicious
1141,TCP,SQL Injection,Critical,192.168.100.29,10.0.50.28,Malicious
591,UDP,Data Exfiltration,High,192.168.100.232,10.0.50.161,Malicious
313,TCP,SQL Injection,Critical,192.168.100.139,10.0.50.63,Malicious
561,UDP,ARP Spoofing,Critical,192.168.100.91,10.0.50.227,Malicious
1321,ICMP,ARP Spoofing,High,192.168.100.55,10.0.50.132,Malicious
986,TCP,ARP Spoofing,High,192.168.100.29,10.0.50.78,Malicious
933,ICMP,SQL Injection,Critical,192.168.100.21,10.0.50.176,Malicious
614,UDP,SQL Injection,Critical,192.168.100.84,10.0.50.55,Malicious
1069,TCP,Suspicious Payload,Critical,192.168.100.152,10.0.50.157,Malicious
1460,ICMP,ARP Spoofing,Critical,192.168.100.195,10.0.50.89,Malicious
439,UDP,Botnet Traffic,Critical,192.168.100.186,10.0.50.98,Malicious
473,UDP,Port Scan,Critical,192.168.100.151,10.0.50.42,Malicious
546,ICMP,DDoS SYN Flood,High,192.168.100.233,10.0.50.191,Malicious
1342,UDP,Botnet Traffic,Critical,192.168.100.33,10.0.50.50,Malicious
785,ICMP,SQL Injection,Critical,192.168.100.88,10.0.50.180,Malicious
468,TCP,Malware Command,Critical,192.168.100.123,10.0.50.103,Malicious
1095,TCP,Brute Force Login,High,192.168.100.44,10.0.50.201,Malicious
1156,UDP,Port Scan,Critical,192.168.100.254,10.0.50.117,Malicious
978,TCP,DDoS SYN Flood,High,192.168.100.193,10.0.50.242,Malicious
865,TCP,Unauthorized Access,Critical,192.168.100.175,10.0.50.69,Malicious
827,TCP,Suspicious Payload,High,192.168.100.150,10.0.50.27,Malicious
1128,ICMP,Data Exfiltration,High,192.168.100.166,10.0.50.124,Malicious
614,TCP,Data Exfiltration,Critical,192.168.100.179,10.0.50.229,Malicious
1419,ICMP,Suspicious Payload,High,192.168.100.246,10.0.50.15,Malicious
548,UDP,Unauthorized Access,Critical,192.168.100.223,10.0.50.174,Malicious
618,TCP,Malware Command,High,192.168.100.16,10.0.50.162,Malicious
836,TCP,Botnet Traffic,High,192.168.100.226,10.0.50.188,Malicious
1413,UDP,Suspicious Payload,Critical,192.168.100.40,10.0.50.191,Malicious
235,ICMP,Unauthorized Access,High,192.168.100.112,10.0.50.19,Malicious
920,UDP,Data Exfiltration,High,192.168.100.44,10.0.50.21,Malicious
1236,TCP,Malware Command,Critical,192.168.100.160,10.0.50.95,Malicious
1028,UDP,Port Scan,Critical,192.168.100.43,10.0.50.86,Malicious
281,TCP,Data Exfiltration,High,192.168.100.152,10.0.50.169,Malicious
1120,TCP,ARP Spoofing,Critical,192.168.100.97,10.0.50.189,Malicious
398,UDP,DDoS SYN Flood,Critical,192.168.100.237,10.0.50.213,Malicious
1317,ICMP,Suspicious Payload,Critical,192.168.100.79,10.0.50.111,Malicious
678,TCP,Malware Command,High,192.168.100.155,10.0.50.226,Malicious
1096,UDP,DDoS SYN Flood,High,192.168.100.103,10.0.50.30,Malicious
279,ICMP,Botnet Traffic,Critical,192.168.100.208,10.0.50.48,Malicious
1015,TCP,Malware Command,Critical,192.168.100.195,10.0.50.85,Malicious
1117,UDP,Malware Command,High,192.168.100.101,10.0.50.150,Malicious
987,TCP,Malware Command,Critical,192.168.100.118,10.0.50.161,Malicious
1352,TCP,SQL Injection,High,192.168.100.107,10.0.50.98,Malicious
1447,ICMP,Suspicious Payload,High,192.168.100.142,10.0.50.202,Malicious
614,UDP,Malware Command,Critical,192.168.100.26,10.0.50.206,Malicious
1255,UDP,Botnet Traffic,High,192.168.100.170,10.0.50.101,Malicious
1325,ICMP,Data Exfiltration,Critical,192.168.100.172,10.0.50.238,Malicious
695,TCP,Brute Force Login,High,192.168.100.29,10.0.50.245,Malicious
817,TCP,Port Scan,Critical,192.168.100.147,10.0.50.89,Malicious
452,ICMP,SQL Injection,Critical,192.168.100.87,10.0.50.168,Malicious
450,UDP,Port Scan,Critical,192.168.100.102,10.0.50.66,Malicious
908,ICMP,Brute Force Login,Critical,192.168.100.108,10.0.50.176,Malicious
868,UDP,Port Scan,Critical,192.168.100.176,10.0.50.120,Malicious
1070,TCP,Suspicious Payload,Critical,192.168.100.183,10.0.50.11,Malicious
295,ICMP,Brute Force Login,High,192.168.100.118,10.0.50.179,Malicious
686,TCP,ARP Spoofing,Critical,192.168.100.230,10.0.50.191,Malicious
947,ICMP,SQL Injection,Critical,192.168.100.116,10.0.50.62,Malicious
287,TCP,Data Exfiltration,Critical,192.168.100.48,10.0.50.86,Malicious
300,ICMP,Port Scan,Critical,192.168.100.208,10.0.50.113,Malicious
715,ICMP,Brute Force Login,Critical,192.168.100.108,10.0.50.130,Malicious
283,ICMP,Unauthorized Access,Critical,192.168.100.153,10.0.50.4,Malicious
401,TCP,Port Scan,High,192.168.100.20,10.0.50.115,Malicious
777,TCP,Unauthorized Access,High,192.168.100.120,10.0.50.111,Malicious
1443,ICMP,Suspicious Payload,High,192.168.100.210,10.0.50.120,Malicious
1041,ICMP,Unauthorized Access,High,192.168.100.207,10.0.50.105,Malicious
538,TCP,ARP Spoofing,Critical,192.168.100.78,10.0.50.72,Malicious
1208,UDP,Suspicious Payload,Critical,192.168.100.40,10.0.50.74,Malicious
688,TCP,DDoS SYN Flood,High,192.168.100.32,10.0.50.241,Malicious
1340,UDP,Malware Command,Critical,192.168.100.87,10.0.50.254,Malicious
518,ICMP,Suspicious Payload,Critical,192.168.100.57,10.0.50.63,Malicious
1426,TCP,Brute Force Login,High,192.168.100.63,10.0.50.91,Malicious
977,TCP,Port Scan,High,192.168.100.66,10.0.50.144,Malicious
1267,TCP,DDoS SYN Flood,High,192.168.100.212,10.0.50.39,Malicious
278,TCP,ARP Spoofing,High,192.168.100.210,10.0.50.79,Malicious
1340,ICMP,Malware Command,Critical,192.168.100.10,10.0.50.2,Malicious
1459,TCP,Data Exfiltration,High,192.168.100.209,10.0.50.163,Malicious
854,TCP,Botnet Traffic,Critical,192.168.100.204,10.0.50.208,Malicious
771,ICMP,Brute Force Login,High,192.168.100.31,10.0.50.235,Malicious
1029,UDP,ARP Spoofing,High,192.168.100.164,10.0.50.116,Malicious
435,ICMP,Data Exfiltration,Critical,192.168.100.215,10.0.50.141,Malicious
1100,TCP,SQL Injection,High,192.168.100.238,10.0.50.139,Malicious
1096,TCP,DDoS SYN Flood,High,192.168.100.182,10.0.50.161,Malicious
890,ICMP,ARP Spoofing,High,192.168.100.140,10.0.50.240,Malicious
459,ICMP,Suspicious Payload,High,192.168.100.245,10.0.50.4,Malicious
934,ICMP,Malware Command,Critical,192.168.100.31,10.0.50.85,Malicious
483,ICMP,Data Exfiltration,Critical,192.168.100.168,10.0.50.75,Malicious
739,ICMP,Malware Command,High,192.168.100.190,10.0.50.118,Malicious
904,ICMP,DDoS SYN Flood,Critical,192.168.100.203,10.0.50.149,Malicious
1049,ICMP,Malware Command,High,192.168.100.133,10.0.50.140,Malicious
1094,UDP,Malware Command,Critical,192.168.100.50,10.0.50.235,Malicious
1065,UDP,Port Scan,Critical,192.168.100.99,10.0.50.5,Malicious
751,TCP,SQL Injection,High,192.168.100.224,10.0.50.249,Malicious
1098,UDP,Brute Force Login,High,192.168.100.45,10.0.50.216,Malicious
1263,UDP,Data Exfiltration,High,192.168.100.206,10.0.50.8,Malicious
991,TCP,Malware Command,High,192.168.100.12,10.0.50.6,Malicious
1399,TCP,Malware Command,Critical,192.168.100.16,10.0.50.155,Malicious
1450,TCP,DDoS SYN Flood,Critical,192.168.100.180,10.0.50.119,Malicious
1165,ICMP,Botnet Traffic,High,192.168.100.163,10.0.50.43,Malicious
1346,UDP,Suspicious Payload,Critical,192.168.100.203,10.0.50.85,Malicious
779,TCP,ARP Spoofing,Critical,192.168.100.56,10.0.50.6,Malicious
889,UDP,SQL Injection,High,192.168.100.248,10.0.50.26,Malicious
1079,TCP,SQL Injection,High,192.168.100.1,10.0.50.45,Malicious
364,ICMP,Port Scan,Critical,192.168.100.190,10.0.50.69,Malicious
765,TCP,Unauthorized Access,Critical,192.168.100.252,10.0.50.166,Malicious
332,UDP,SQL Injection,Critical,192.168.100.192,10.0.50.43,Malicious
1489,TCP,Botnet Traffic,Critical,192.168.100.186,10.0.50.92,Malicious
901,UDP,Data Exfiltration,High,192.168.100.33,10.0.50.36,Malicious
1078,ICMP,Malware Command,Critical,192.168.100.109,10.0.50.43,Malicious
981,ICMP,Port Scan,High,192.168.100.23,10.0.50.206,Malicious
1222,ICMP,Port Scan,High,192.168.100.179,10.0.50.85,Malicious
695,TCP,Suspicious Payload,High,192.168.100.232,10.0.50.71,Malicious
1198,UDP,DDoS SYN Flood,High,192.168.100.157,10.0.50.105,Malicious
1214,UDP,Malware Command,High,192.168.100.120,10.0.50.234,Malicious
1092,ICMP,Unauthorized Access,Critical,192.168.100.106,10.0.50.87,Malicious
934,UDP,DDoS SYN Flood,High,192.168.100.50,10.0.50.233,Malicious
344,ICMP,Data Exfiltration,Critical,192.168.100.128,10.0.50.78,Malicious
1456,UDP,Malware Command,Critical,192.168.100.110,10.0.50.78,Malicious
1097,ICMP,ARP Spoofing,High,192.168.100.121,10.0.50.104,Malicious
214,ICMP,Brute Force Login,Critical,192.168.100.170,10.0.50.23,Malicious
1020,ICMP,Botnet Traffic,Critical,192.168.100.229,10.0.50.92,Malicious
1150,UDP,Suspicious Payload,Critical,192.168.100.239,10.0.50.26,Malicious
778,TCP,Brute Force Login,High,192.168.100.43,10.0.50.99,Malicious
733,ICMP,Data Exfiltration,Critical,192.168.100.152,10.0.50.18,Malicious
706,TCP,DDoS SYN Flood,Critical,192.168.100.148,10.0.50.244,Malicious
615,ICMP,Malware Command,High,192.168.100.72,10.0.50.177,Malicious
478,TCP,Brute Force Login,High,192.168.100.178,10.0.50.15,Malicious
1489,TCP,Suspicious Payload,Critical,192.168.100.141,10.0.50.132,Malicious
1120,TCP,ARP Spoofing,High,192.168.100.102,10.0.50.204,Malicious
205,TCP,SQL Injection,High,192.168.100.212,10.0.50.19,Malicious
1339,UDP,Unauthorized Access,Critical,192.168.100.227,10.0.50.17,Malicious
357,ICMP,Botnet Traffic,High,192.168.100.116,10.0.50.236,Malicious
311,TCP,DDoS SYN Flood,High,192.168.100.138,10.0.50.158,Malicious
1268,TCP,Botnet Traffic,Critical,192.168.100.129,10.0.50.135,Malicious
1270,ICMP,Unauthorized Access,Critical,192.168.100.133,10.0.50.13,Malicious
1152,TCP,Malware Command,High,192.168.100.67,10.0.50.154,Malicious
321,TCP,Brute Force Login,High,192.168.100.3,10.0.50.123,Malicious
736,UDP,Brute Force Login,Critical,192.168.100.72,10.0.50.243,Malicious
697,UDP,Suspicious Payload,High,192.168.100.153,10.0.50.49,Malicious
243,TCP,Malware Command,High,192.168.100.137,10.0.50.242,Malicious
524,ICMP,Data Exfiltration,High,192.168.100.161,10.0.50.238,Malicious
1371,ICMP,Malware Command,High,192.168.100.72,10.0.50.165,Malicious
220,UDP,ARP Spoofing,High,192.168.100.92,10.0.50.177,Malicious
838,TCP,Data Exfiltration,Critical,192.168.100.150,10.0.50.223,Malicious
457,ICMP,ARP Spoofing,Critical,192.168.100.92,10.0.50.6,Malicious
470,UDP,Unauthorized Access,High,192.168.100.170,10.0.50.86,Malicious
1150,UDP,Data Exfiltration,Critical,192.168.100.157,10.0.50.211,Malicious
