Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
1438,TCP,Suspicious Payload,High,192.168.100.208,10.0.50.211,Malicious
288,ICMP,Data Exfiltration,High,192.168.100.119,10.0.50.48,Malicious
1360,UDP,ARP Spoofing,Critical,192.168.100.189,10.0.50.227,Malicious
1345,TCP,Port Scan,High,192.168.100.209,10.0.50.114,Malicious
1489,UDP,Data Exfiltration,Critical,192.168.100.186,10.0.50.68,Malicious
638,TCP,Malware Command,High,192.168.100.24,10.0.50.157,Malicious
296,ICMP,SQL Injection,Critical,192.168.100.169,10.0.50.251,Malicious
914,TCP,Suspicious Payload,Critical,192.168.100.41,10.0.50.45,Malicious
1083,ICMP,Port Scan,Critical,192.168.100.254,10.0.50.47,Malicious
1449,UDP,DDoS SYN Flood,High,192.168.100.44,10.0.50.82,Malicious
1092,UDP,Malware Command,Critical,192.168.100.161,10.0.50.193,Malicious
1096,TCP,Suspicious Payload,High,192.168.100.247,10.0.50.225,Malicious
1407,ICMP,Port Scan,High,192.168.100.96,10.0.50.23,Malicious
1173,TCP,Port Scan,Critical,192.168.100.208,10.0.50.224,Malicious
945,TCP,DDoS SYN Flood,High,192.168.100.22,10.0.50.145,Malicious
472,ICMP,ARP Spoofing,High,192.168.100.234,10.0.50.156,Malicious
1412,ICMP,ARP Spoofing,Critical,192.168.100.169,10.0.50.97,Malicious
641,TCP,ARP Spoofing,Critical,192.168.100.136,10.0.50.178,Malicious
1040,ICMP,Suspicious Payload,Critical,192.168.100.170,10.0.50.171,Malicious
363,UDP,SQL Injection,High,192.168.100.118,10.0.50.77,Malicious
1038,UDP,Port Scan,Critical,192.168.100.90,10.0.50.50,Malicious
1130,UDP,Port Scan,High,192.168.100.198,10.0.50.9,Malicious
1456,TCP,Unauthorized Access,High,192.168.100.6,10.0.50.201,Malicious
423,TCP,Suspicious Payload,Critical,192.168.100.192,10.0.50.22,Malicious
643,ICMP,Port Scan,High,192.168.100.24,10.0.50.212,Malicious
502,TCP,Unauthorized Access,Critical,192.168.100.25,10.0.50.2,Malicious
559,TCP,SQL Injection,High,192.168.100.254,10.0.50.117,Malicious
642,UDP,Brute Force Login,Critical,192.168.100.253,10.0.50.74,Malicious
1238,ICMP,ARP Spoofing,High,192.168.100.57,10.0.50.237,Malicious
253,TCP,Malware Command,High,192.168.100.20,10.0.50.185,Malicious
429,UDP,ARP Spoofing,Critical,192.168.100.142,10.0.50.32,Malicious
1202,UDP,Suspicious Payload,High,192.168.100.56,10.0.50.10,Malicious
1246,TCP,Malware Command,High,192.168.100.131,10.0.50.251,Malicious
958,UDP,Unauthorized Access,Critical,192.168.100.158,10.0.50.132,Malicious
944,ICMP,Port Scan,High,192.168.100.111,10.0.50.150,Malicious
1279,TCP,DDoS SYN Flood,High,192.168.100.84,10.0.50.77,Malicious
1097,TCP,Port Scan,Critical,192.168.100.111,10.0.50.134,Malicious
776,TCP,Suspicious Payload,Critical,192.168.100.115,10.0.50.194,Malicious
632,UDP,Botnet Traffic,High,192.168.100.127,10.0.50.166,Malicious
241,ICMP,Suspicious Payload,High,192.168.100.210,10.0.50.135,Malicious
364,ICMP,ARP Spoofing,High,192.168.100.169,10.0.50.176,Malicious
1068,UDP,Unauthorized Access,Critical,192.168.100.108,10.0.50.4,Malicious
717,ICMP,Botnet Traffic,High,192.168.100.9,10.0.50.133,Malicious
1465,TCP,Malware Command,Critical,192.168.100.219,10.0.50.207,Malicious
1262,TCP,DDoS SYN Flood,Critical,192.168.100.246,10.0.50.211,Malicious
338,ICMP,Brute Force Login,Critical,192.168.100.136,10.0.50.216,Malicious
239,TCP,SQL Injection,High,192.168.100.69,10.0.50.3,Malicious
1429,ICMP,Brute Force Login,Critical,192.168.100.218,10.0.50.199,Malicious
1463,TCP,Malware Command,High,192.168.100.166,10.0.50.242,Malicious
579,ICMP,DDoS SYN Flood,High,192.168.100.237,10.0.50.118,Malicious
326,UDP,Suspicious Payload,High,192.168.100.9,10.0.50.136,Malicious
274,ICMP,Suspicious Payload,High,192.168.100.254,10.0.50.129,Malicious
1309,ICMP,Brute Force Login,High,192.168.100.30,10.0.50.149,Malicious
1194,ICMP,Brute Force Login,Critical,192.168.100.176,10.0.50.1,Malicious
1250,ICMP,SQL Injection,Critical,192.168.100.55,10.0.50.203,Malicious
1073,ICMP,Botnet Traffic,Critical,192.168.100.132,10.0.50.64,Malicious
720,UDP,Malware Command,High,192.168.100.210,10.0.50.175,Malicious
648,TCP,Unauthorized Access,High,192.168.100.171,10.0.50.157,Malicious
1449,ICMP,Data Exfiltration,High,192.168.100.69,10.0.50.127,Malicious
235,ICMP,Botnet Traffic,Critical,192.168.100.59,10.0.50.119,Malicious
1169,UDP,ARP Spoofing,High,192.168.100.145,10.0.50.35,Malicious
778,TCP,Port Scan,High,192.168.100.121,10.0.50.224,Malicious
868,TCP,ARP Spoofing,Critical,192.168.100.170,10.0.50.213,Malicious
1342,ICMP,Port Scan,High,192.168.100.3,10.0.50.135,Malicious
705,UDP,DDoS SYN Flood,High,192.168.100.239,10.0.50.247,Malicious
1164,TCP,DDoS SYN Flood,High,192.168.100.131,10.0.50.228,Malicious
777,UDP,Port Scan,High,192.168.100.101,10.0.50.89,Malicious
461,UDP,ARP Spoofing,Critical,192.168.100.9,10.0.50.177,Malicious
1311,TCP,Suspicious Payload,High,192.168.100.6,10.0.50.215,Malicious
636,UDP,DDoS SYN Flood,High,192.168.100.95,10.0.50.71,Malicious
1214,UDP,Data Exfiltration,High,192.168.100.177,10.0.50.21,Malicious
659,ICMP,Unauthorized Access,Critical,192.168.100.62,10.0.50.5,Malicious
721,TCP,Malware Command,High,192.168.100.252,10.0.50.42,Malicious
643,TCP,Unauthorized Access,Critical,192.168.100.77,10.0.50.79,Malicious
733,TCP,Unauthorized Access,Critical,192.168.100.67,10.0.50.182,Malicious
449,ICMP,ARP Spoofing,Critical,192.168.100.185,10.0.50.30,Malicious
1143,TCP,Malware Command,Critical,192.168.100.167,10.0.50.63,Malicious
620,TCP,Botnet Traffic,High,192.168.100.204,10.0.50.22,Malicious
1323,ICMP,SQL Injection,High,192.168.100.67,10.0.50.199,Malicious
920,ICMP,Port Scan,High,192.168.100.74,10.0.50.55,Malicious
948,UDP,ARP Spoofing,High,192.168.100.143,10.0.50.215,Malicious
1438,ICMP,SQL Injection,High,192.168.100.164,10.0.50.115,Malicious
852,UDP,Malware Command,High,192.168.100.210,10.0.50.122,Malicious
302,TCP,SQL Injection,High,192.168.100.97,10.0.50.72,Malicious
664,ICMP,ARP Spoofing,Critical,192.168.100.231,10.0.50.4,Malicious
303,TCP,Suspicious Payload,High,192.168.100.160,10.0.50.141,Malicious
585,UDP,ARP Spoofing,Critical,192.168.100.117,10.0.50.86,Malicious
772,TCP,Suspicious Payload,Critical,192.168.100.23,10.0.50.115,Malicious
505,ICMP,SQL Injection,High,192.168.100.94,10.0.50.21,Malicious
418,ICMP,ARP Spoofing,Critical,192.168.100.228,10.0.50.92,Malicious
935,UDP,Port Scan,Critical,192.168.100.30,10.0.50.225,Malicious
1404,ICMP,Port Scan,Critical,192.168.100.26,10.0.50.21,Malicious
1356,ICMP,Suspicious Payload,Critical,192.168.100.157,10.0.50.76,Malicious
1037,TCP,Unauthorized Access,Critical,192.168.100.237,10.0.50.221,Malicious
619,UDP,Brute Force Login,High,192.168.100.5,10.0.50.244,Malicious
500,ICMP,Data Exfiltration,High,192.168.100.98,10.0.50.171,Malicious
662,TCP,Botnet Traffic,Critical,192.168.100.154,10.0.50.2,Malicious
432,TCP,Brute Force Login,High,192.168.100.194,10.0.50.65,Malicious
544,ICMP,Suspicious Payload,Critical,192.168.100.168,10.0.50.83,Malicious
873,TCP,Unauthorized Access,High,192.168.100.38,10.0.50.191,Malicious
773,TCP,ARP Spoofing,High,192.168.100.180,10.0.50.166,Malicious
1475,UDP,Data Exfiltration,Critical,192.168.100.13,10.0.50.156,Malicious
1160,UDP,Unauthorized Access,High,192.168.100.249,10.0.50.46,Malicious
1464,TCP,Botnet Traffic,Critical,192.168.100.236,10.0.50.89,Malicious
1229,TCP,Malware Command,Critical,192.168.100.88,10.0.50.117,Malicious
1035,ICMP,ARP Spoofing,Critical,192.168.100.170,10.0.50.132,Malicious
628,TCP,Unauthorized Access,Critical,192.168.100.249,10.0.50.250,Malicious
1453,TCP,Port Scan,High,192.168.100.80,10.0.50.216,Malicious
725,TCP,Malware Command,Critical,192.168.100.21,10.0.50.155,Malicious
698,ICMP,Unauthorized Access,High,192.168.100.60,10.0.50.68,Malicious
1200,ICMP,Malware Command,High,192.168.100.166,10.0.50.111,Malicious
971,UDP,Unauthorized Access,Critical,192.168.100.157,10.0.50.55,Malicious
316,TCP,Botnet Traffic,Critical,192.168.100.18,10.0.50.181,Malicious
881,TCP,Suspicious Payload,Critical,192.168.100.136,10.0.50.47,Malicious
376,UDP,DDoS SYN Flood,Critical,192.168.100.182,10.0.50.120,Malicious
1259,TCP,ARP Spoofing,Critical,192.168.100.125,10.0.50.80,Malicious
688,TCP,Data Exfiltration,High,192.168.100.162,10.0.50.142,Malicious
550,TCP,Botnet Traffic,High,192.168.100.191,10.0.50.244,Malicious
358,TCP,Unauthorized Access,Critical,192.168.100.87,10.0.50.22,Malicious
650,ICMP,DDoS SYN Flood,Critical,192.168.100.8,10.0.50.62,Malicious
1160,ICMP,Unauthorized Access,Critical,192.168.100.64,10.0.50.165,Malicious
1223,TCP,SQL Injection,High,192.168.100.141,10.0.50.224,Malicious
402,UDP,DDoS SYN Flood,High,192.168.100.162,10.0.50.180,Malicious
287,ICMP,Unauthorized Access,Critical,192.168.100.135,10.0.50.128,Malicious
1038,TCP,ARP Spoofing,Critical,192.168.100.97,10.0.50.30,Malicious
1267,ICMP,Unauthorized Access,Critical,192.168.100.127,10.0.50.172,Malicious
623,TCP,Unauthorized Access,Critical,192.168.100.21,10.0.50.199,Malicious
1031,UDP,Unauthorized Access,High,192.168.100.86,10.0.50.244,Malicious
597,TCP,Malware Command,Critical,192.168.100.115,10.0.50.196,Malicious
1113,ICMP,DDoS SYN Flood,High,192.168.100.90,10.0.50.33,Malicious
826,UDP,Data Exfiltration,Critical,192.168.100.73,10.0.50.169,Malicious
1481,UDP,Malware Command,High,192.168.100.191,10.0.50.70,Malicious
885,TCP,Malware Command,High,192.168.100.152,10.0.50.101,Malicious
1313,TCP,Brute Force Login,Critical,192.168.100.113,10.0.50.237,Malicious
1358,UDP,Brute Force Login,Critical,192.168.100.120,10.0.50.152,Malicious
1301,TCP,Brute Force Login,Critical,192.168.100.250,10.0.50.93,Malicious
1239,UDP,Suspicious Payload,High,192.168.100.73,10.0.50.218,Malicious
1378,UDP,DDoS SYN Flood,Critical,192.168.100.235,10.0.50.88,Malicious
566,TCP,Malware Command,High,192.168.100.40,10.0.50.127,Malicious
393,ICMP,ARP Spoofing,High,192.168.100.141,10.0.50.207,Malicious
1074,TCP,Brute Force Login,Critical,192.168.100.120,10.0.50.7,Malicious
563,UDP,DDoS SYN Flood,High,192.168.100.69,10.0.50.224,Malicious
1215,ICMP,Port Scan,Critical,192.168.100.137,10.0.50.124,Malicious
865,ICMP,DDoS SYN Flood,High,192.168.100.34,10.0.50.33,Malicious
1054,UDP,Unauthorized Access,High,192.168.100.76,10.0.50.154,Malicious
1220,TCP,Malware Command,High,192.168.100.154,10.0.50.220,Malicious
676,UDP,DDoS SYN Flood,Critical,192.168.100.218,10.0.50.50,Malicious
575,ICMP,ARP Spoofing,High,192.168.100.49,10.0.50.210,Malicious
1352,ICMP,Suspicious Payload,Critical,192.168.100.171,10.0.50.220,Malicious
1173,ICMP,Malware Command,High,192.168.100.86,10.0.50.21,Malicious
1391,ICMP,Unauthorized Access,Critical,192.168.100.11,10.0.50.226,Malicious
547,ICMP,Brute Force Login,Critical,192.168.100.42,10.0.50.177,Malicious
1377,UDP,SQL Injection,High,192.168.100.93,10.0.50.188,Malicious
229,ICMP,Brute Force Login,High,192.168.100.241,10.0.50.172,Malicious
313,TCP,Botnet Traffic,Critical,192.168.100.147,10.0.50.208,Malicious
662,UDP,SQL Injection,High,192.168.100.208,10.0.50.219,Malicious
659,UDP,Suspicious Payload,Critical,192.168.100.68,10.0.50.18,Malicious
1317,ICMP,Suspicious Payload,Critical,192.168.100.186,10.0.50.137,Malicious
415,UDP,ARP Spoofing,Critical,192.168.100.99,10.0.50.178,Malicious
501,TCP,Suspicious Payload,High,192.168.100.64,10.0.50.218,Malicious
1072,ICMP,ARP Spoofing,High,192.168.100.15,10.0.50.14,Malicious
806,ICMP,Suspicious Payload,High,192.168.100.83,10.0.50.209,Malicious
1197,ICMP,Data Exfiltration,High,192.168.100.120,10.0.50.160,Malicious
1292,ICMP,SQL Injection,Critical,192.168.100.58,10.0.50.36,Malicious
457,UDP,SQL Injection,High,192.168.100.202,10.0.50.55,Malicious
1407,ICMP,Data Exfiltration,Critical,192.168.100.173,10.0.50.90,Malicious
302,UDP,Port Scan,High,192.168.100.161,10.0.50.142,Malicious
443,UDP,ARP Spoofing,Critical,192.168.100.54,10.0.50.162,Malicious
1413,UDP,Brute Force Login,Critical,192.168.100.12,10.0.50.90,Malicious
1363,TCP,Suspicious Payload,High,192.168.100.181,10.0.50.69,Malicious
620,TCP,Botnet Traffic,High,192.168.100.132,10.0.50.121,Malicious
1328,TCP,Port Scan,Critical,192.168.100.92,10.0.50.108,Malicious
1226,TCP,Brute Force Login,Critical,192.168.100.132,10.0.50.107,Malicious
724,ICMP,Unauthorized Access,Critical,192.168.100.246,10.0.50.32,Malicious
1023,ICMP,SQL Injection,High,192.168.100.96,10.0.50.157,Malicious
955,UDP,DDoS SYN Flood,High,192.168.100.17,10.0.50.239,Malicious
1370,ICMP,Botnet Traffic,High,192.168.100.125,10.0.50.64,Malicious
236,UDP,Port Scan,Critical,192.168.100.159,10.0.50.17,Malicious
372,ICMP,DDoS SYN Flood,High,192.168.100.238,10.0.50.89,Malicious
609,ICMP,ARP Spoofing,Critical,192.168.100.53,10.0.50.26,Malicious
1482,ICMP,Botnet Traffic,Critical,192.168.100.107,10.0.50.183,Malicious
979,ICMP,Malware Command,Critical,192.168.100.39,10.0.50.81,Malicious
256,UDP,SQL Injection,Critical,192.168.100.227,10.0.50.111,Malicious
1360,TCP,Botnet Traffic,High,192.168.100.36,10.0.50.248,Malicious
1237,TCP,DDoS SYN Flood,Critical,192.168.100.43,10.0.50.106,Malicious
996,ICMP,ARP Spoofing,Critical,192.168.100.172,10.0.50.156,Malicious
430,UDP,Botnet Traffic,High,192.168.100.36,10.0.50.211,Malicious
1167,UDP,Botnet Traffic,High,192.168.100.147,10.0.50.135,Malicious
887,ICMP,Port Scan,Critical,192.168.100.233,10.0.50.182,Malicious
603,TCP,Data Exfiltration,High,192.168.100.158,10.0.50.142,Malicious
838,TCP,Unauthorized Access,High,192.168.100.60,10.0.50.165,Malicious
388,TCP,ARP Spoofing,Critical,192.168.100.192,10.0.50.221,Malicious
1044,TCP,DDoS SYN Flood,Critical,192.168.100.44,10.0.50.96,Malicious
1029,UDP,Botnet Traffic,High,192.168.100.193,10.0.50.38,Malicious
402,TCP,ARP Spoofing,High,192.168.100.130,10.0.50.120,Malicious
1228,TCP,Suspicious Payload,Critical,192.168.100.165,10.0.50.62,Malicious
1409,UDP,Suspicious Payload,Critical,192.168.100.146,10.0.50.179,Malicious
797,ICMP,DDoS SYN Flood,Critical,192.168.100.151,10.0.50.169,Malicious
723,TCP,SQL Injection,Critical,192.168.100.175,10.0.50.112,Malicious
661,TCP,Suspicious Payload,Critical,192.168.100.153,10.0.50.198,Malicious
942,TCP,Malware Command,High,192.168.100.44,10.0.50.22,Malicious
481,TCP,Suspicious Payload,High,192.168.100.165,10.0.50.99,Malicious
983,TCP,Data Exfiltration,High,192.168.100.183,10.0.50.17,Malicious
1362,UDP,Brute Force Login,Critical,192.168.100.107,10.0.50.10,Malicious
256,UDP,Unauthorized Access,High,192.168.100.222,10.0.50.62,Malicious
1161,ICMP,Port Scan,Critical,192.168.100.13,10.0.50.37,Malicious
812,TCP,SQL Injection,Critical,192.168.100.22,10.0.50.18,Malicious
1291,TCP,Unauthorized Access,High,192.168.100.180,10.0.50.112,Malicious
941,ICMP,Suspicious Payload,High,192.168.100.233,10.0.50.243,Malicious
1285,TCP,DDoS SYN Flood,Critical,192.168.100.204,10.0.50.44,Malicious
201,TCP,DDoS SYN Flood,High,192.168.100.135,10.0.50.136,Malicious
935,UDP,SQL Injection,High,192.168.100.59,10.0.50.7,Malicious
1314,ICMP,SQL Injection,High,192.168.100.131,10.0.50.111,Malicious
1389,TCP,Data Exfiltration,Critical,192.168.100.118,10.0.50.216,Malicious
257,UDP,Data Exfiltration,Critical,192.168.100.1,10.0.50.246,Malicious
244,ICMP,Malware Command,Critical,192.168.100.210,10.0.50.228,Malicious
1061,UDP,Data Exfiltration,Critical,192.168.100.176,10.0.50.210,Malicious
596,TCP,Data Exfiltration,High,192.168.100.145,10.0.50.92,Malicious
1487,TCP,Suspicious Payload,Critical,192.168.100.135,10.0.50.25,Malicious
1260,TCP,Suspicious Payload,Critical,192.168.100.28,10.0.50.170,Malicious
1315,ICMP,Brute Force Login,Critical,192.168.100.190,10.0.50.34,Malicious
240,ICMP,Data Exfiltration,Critical,192.168.100.135,10.0.50.243,Malicious
1042,ICMP,Botnet Traffic,Critical,192.168.100.122,10.0.50.62,Malicious
396,ICMP,SQL Injection,Critical,192.168.100.180,10.0.50.236,Malicious
210,ICMP,Data Exfiltration,High,192.168.100.213,10.0.50.42,Malicious
613,UDP,SQL Injection,Critical,192.168.100.29,10.0.50.122,Malicious
739,UDP,SQL Injection,Critical,192.168.100.135,10.0.50.108,Malicious
902,UDP,Brute Force Login,High,192.168.100.59,10.0.50.56,Malicious
453,ICMP,DDoS SYN Flood,High,192.168.100.232,10.0.50.16,Malicious
898,ICMP,Brute Force Login,High,192.168.100.84,10.0.50.66,Malicious
1269,UDP,Suspicious Payload,High,192.168.100.95,10.0.50.112,Malicious
1374,TCP,Suspicious Payload,Critical,192.168.100.142,10.0.50.224,Malicious
1200,TCP,SQL Injection,High,192.168.100.227,10.0.50.146,Malicious
301,TCP,Botnet Traffic,Critical,192.168.100.93,10.0.50.243,Malicious
1101,TCP,Brute Force Login,High,192.168.100.248,10.0.50.186,Malicious
908,ICMP,Malware Command,High,192.168.100.19,10.0.50.41,Malicious
1107,ICMP,SQL Injection,Critical,192.168.100.7,10.0.50.155,Malicious
286,ICMP,Port Scan,High,192.168.100.137,10.0.50.77,Malicious
723,TCP,Brute Force Login,High,192.168.100.137,10.0.50.253,Malicious
363,UDP,Botnet Traffic,High,192.168.100.31,10.0.50.156,Malicious
643,UDP,Suspicious Payload,High,192.168.100.244,10.0.50.18,Malicious
723,ICMP,Suspicious Payload,High,192.168.100.112,10.0.50.243,Malicious
479,UDP,Malware Command,High,192.168.100.116,10.0.50.246,Malicious
1119,TCP,ARP Spoofing,Critical,192.168.100.243,10.0.50.156,Malicious
621,TCP,Suspicious Payload,Critical,192.168.100.226,10.0.50.247,Malicious
963,UDP,DDoS SYN Flood,High,192.168.100.104,10.0.50.46,Malicious
626,TCP,Botnet Traffic,Critical,192.168.100.156,10.0.50.50,Malicious
375,ICMP,Unauthorized Access,Critical,192.168.100.12,10.0.50.59,Malicious
692,TCP,Suspicious Payload,High,192.168.100.215,10.0.50.96,Malicious
528,UDP,Botnet Traffic,High,192.168.100.135,10.0.50.114,Malicious
1081,ICMP,Port Scan,Critical,192.168.100.22,10.0.50.193,Malicious
463,TCP,Port Scan,High,192.168.100.108,10.0.50.250,Malicious
1402,ICMP,SQL Injection,Critical,192.168.100.35,10.0.50.88,Malicious
1317,ICMP,Unauthorized Access,High,192.168.100.145,10.0.50.222,Malicious
634,ICMP,Port Scan,Critical,192.168.100.94,10.0.50.7,Malicious
1190,TCP,Data Exfiltration,High,192.168.100.192,10.0.50.108,Malicious
596,TCP,Port Scan,Critical,192.168.100.149,10.0.50.21,Malicious
510,UDP,ARP Spoofing,High,192.168.100.3,10.0.50.189,Malicious
420,TCP,SQL Injection,Critical,192.168.100.37,10.0.50.165,Malicious
892,TCP,Malware Command,Critical,192.168.100.202,10.0.50.122,Malicious
1180,TCP,SQL Injection,High,192.168.100.148,10.0.50.84,Malicious
920,TCP,Suspicious Payload,High,192.168.100.239,10.0.50.108,Malicious
974,ICMP,DDoS SYN Flood,Critical,192.168.100.55,10.0.50.191,Malicious
523,TCP,Brute Force Login,Critical,192.168.100.227,10.0.50.128,Malicious
353,TCP,Suspicious Payload,Critical,192.168.100.22,10.0.50.38,Malicious
622,TCP,Port Scan,Critical,192.168.100.104,10.0.50.215,Malicious
212,TCP,Brute Force Login,High,192.168.100.154,10.0.50.31,Malicious
908,UDP,Data Exfiltration,Critical,192.168.100.44,10.0.50.20,Malicious
871,TCP,SQL Injection,High,192.168.100.136,10.0.50.118,Malicious
367,ICMP,DDoS SYN Flood,Critical,192.168.100.94,10.0.50.102,Malicious
369,UDP,Suspicious Payload,High,192.168.100.91,10.0.50.214,Malicious
1070,ICMP,SQL Injection,Critical,192.168.100.253,10.0.50.60,Malicious
1333,UDP,Brute Force Login,Critical,192.168.100.76,10.0.50.75,Malicious
221,TCP,Port Scan,Critical,192.168.100.159,10.0.50.81,Malicious
1245,TCP,Suspicious Payload,Critical,192.168.100.211,10.0.50.236,Malicious
1068,ICMP,Port Scan,High,192.168.100.153,10.0.50.93,Malicious
1427,UDP,Brute Force Login,Critical,192.168.100.253,10.0.50.243,Malicious
1179,ICMP,Malware Command,High,192.168.100.156,10.0.50.206,Malicious
1114,ICMP,ARP Spoofing,High,192.168.100.83,10.0.50.154,Malicious
444,ICMP,SQL Injection,Critical,192.168.100.42,10.0.50.122,Malicious
713,UDP,Brute Force Login,High,192.168.100.201,10.0.50.116,Malicious
541,UDP,Unauthorized Access,Critical,192.168.100.123,10.0.50.88,Malicious
708,ICMP,SQL Injection,High,192.168.100.124,10.0.50.189,Malicious
492,TCP,Unauthorized Access,Critical,192.168.100.59,10.0.50.17,Malicious
1412,ICMP,ARP Spoofing,High,192.168.100.134,10.0.50.120,Malicious
401,TCP,Port Scan,Critical,192.168.100.53,10.0.50.23,Malicious
1460,ICMP,SQL Injection,High,192.168.100.219,10.0.50.32,Malicious
1008,UDP,ARP Spoofing,High,192.168.100.201,10.0.50.175,Malicious
1123,ICMP,Brute Force Login,Critical,192.168.100.98,10.0.50.18,Malicious
288,UDP,Brute Force Login,High,192.168.100.151,10.0.50.254,Malicious
1184,TCP,DDoS SYN Flood,High,192.168.100.125,10.0.50.176,Malicious
862,TCP,ARP Spoofing,Critical,192.168.100.223,10.0.50.74,Malicious
579,TCP,SQL Injection,Critical,192.168.100.244,10.0.50.1,Malicious
1040,UDP,Unauthorized Access,Critical,192.168.100.114,10.0.50.208,Malicious
1082,UDP,Malware Command,High,192.168.100.27,10.0.50.174,Malicious
1060,UDP,Suspicious Payload,High,192.168.100.109,10.0.50.249,Malicious
284,UDP,Brute Force Login,Critical,192.168.100.101,10.0.50.230,Malicious
1060,TCP,Botnet Traffic,High,192.168.100.128,10.0.50.82,Malicious
550,ICMP,Brute Force Login,Critical,192.168.100.50,10.0.50.2,Malicious
393,TCP,Port Scan,High,192.168.100.165,10.0.50.243,Malicious
466,UDP,Data Exfiltration,High,192.168.100.19,10.0.50.62,Malicious
355,TCP,Port Scan,Critical,192.168.100.103,10.0.50.61,Malicious
327,TCP,Botnet Traffic,Critical,192.168.100.241,10.0.50.218,Malicious
