Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
364,UDP,API Request,Malicious,172.16.224.54,192.168.215.134
1291,ICMP,Data Exfiltration,Normal,172.16.37.204,192.168.3.51
886,TCP,SQL Injection,Normal,172.16.117.231,192.168.19.227
106,UDP,Botnet Traffic,Malicious,172.16.222.108,192.168.153.216
386,ICMP,DDoS SYN Flood,Malicious,172.16.94.182,192.168.136.100
1456,TCP,Unauthorized Access,Normal,172.16.220.139,192.168.170.157
1430,TCP,Malware Command,Malicious,172.16.7.157,192.168.20.69
587,TCP,Email Transmission,Normal,172.16.16.181,192.168.45.211
195,ICMP,DDoS SYN Flood,Normal,172.16.237.35,192.168.234.69
1198,TCP,User Login,Normal,172.16.168.143,192.168.211.87
394,TCP,Botnet Traffic,Malicious,172.16.64.39,192.168.79.142
1474,TCP,DNS Query,Malicious,172.16.17.196,192.168.190.176
863,ICMP,Port Scan,Normal,172.16.34.247,192.168.54.13
1200,ICMP,Brute Force Login,Normal,172.16.204.252,192.168.189.112
588,TCP,Malware Command,Normal,172.16.187.70,192.168.179.171
110,ICMP,VPN Tunnel,Normal,172.16.113.208,192.168.73.244
869,UDP,DNS Query,Normal,172.16.211.143,192.168.203.90
1069,UDP,User Login,Normal,172.16.168.61,192.168.121.154
1057,UDP,ARP Spoofing,Malicious,172.16.89.38,192.168.151.31
591,UDP,Data Exfiltration,Malicious,172.16.248.165,192.168.173.242
833,ICMP,ARP Spoofing,Normal,172.16.213.102,192.168.158.160
797,UDP,Brute Force Login,Malicious,172.16.40.55,192.168.167.5
244,UDP,Brute Force Login,Normal,172.16.232.23,192.168.190.86
460,UDP,Web Request,Normal,172.16.242.227,192.168.195.6
1094,UDP,Brute Force Login,Normal,172.16.149.230,192.168.101.112
207,TCP,Data Exfiltration,Malicious,172.16.26.249,192.168.161.105
480,ICMP,Data Exfiltration,Normal,172.16.99.170,192.168.12.62
829,UDP,Email Transmission,Normal,172.16.219.43,192.168.67.68
1290,TCP,DDoS SYN Flood,Normal,172.16.123.115,192.168.228.115
236,UDP,Malware Command,Malicious,172.16.87.168,192.168.117.66
602,TCP,Email Transmission,Normal,172.16.108.218,192.168.169.222
397,ICMP,API Request,Normal,172.16.97.140,192.168.150.139
945,ICMP,Suspicious Payload,Malicious,172.16.26.149,192.168.247.64
584,UDP,Malware Command,Malicious,172.16.13.135,192.168.170.117
848,TCP,Brute Force Login,Malicious,172.16.109.217,192.168.47.53
1223,ICMP,Database Query,Normal,172.16.21.23,192.168.16.92
886,ICMP,DDoS SYN Flood,Malicious,172.16.24.166,192.168.53.172
306,TCP,DDoS SYN Flood,Malicious,172.16.224.134,192.168.56.19
586,TCP,Botnet Traffic,Malicious,172.16.104.5,192.168.111.246
941,TCP,Unauthorized Access,Malicious,172.16.120.113,192.168.116.125
1115,TCP,VPN Tunnel,Normal,172.16.164.202,192.168.152.25
1152,UDP,User Login,Normal,172.16.69.68,192.168.220.54
1090,TCP,Botnet Traffic,Normal,172.16.146.180,192.168.247.86
960,ICMP,Brute Force Login,Malicious,172.16.82.63,192.168.145.210
1004,TCP,Database Query,Malicious,172.16.77.27,192.168.117.51
574,TCP,Malware Command,Normal,172.16.226.237,192.168.125.217
253,ICMP,Data Exfiltration,Normal,172.16.156.18,192.168.145.91
976,ICMP,Web Request,Malicious,172.16.45.239,192.168.134.43
580,ICMP,Cloud Sync,Malicious,172.16.54.55,192.168.103.183
322,ICMP,File Transfer,Normal,172.16.11.39,192.168.230.83
456,ICMP,Web Request,Malicious,172.16.24.248,192.168.134.165
778,TCP,Email Transmission,Malicious,172.16.157.160,192.168.7.155
109,UDP,SQL Injection,Normal,172.16.74.247,192.168.183.18
315,ICMP,File Transfer,Malicious,172.16.138.42,192.168.215.104
223,TCP,Brute Force Login,Normal,172.16.236.47,192.168.173.172
328,ICMP,Botnet Traffic,Normal,172.16.177.126,192.168.57.49
419,TCP,DDoS SYN Flood,Normal,172.16.232.172,192.168.177.63
891,ICMP,Cloud Sync,Normal,172.16.79.168,192.168.201.247
1167,TCP,Unauthorized Access,Normal,172.16.9.200,192.168.231.38
974,ICMP,DNS Query,Malicious,172.16.154.109,192.168.223.28
1430,TCP,Email Transmission,Normal,172.16.42.165,192.168.215.207
1087,TCP,VPN Tunnel,Malicious,172.16.63.178,192.168.231.31
637,ICMP,ARP Spoofing,Normal,172.16.206.245,192.168.83.107
871,ICMP,Web Request,Malicious,172.16.43.38,192.168.197.142
662,ICMP,Database Query,Malicious,172.16.107.121,192.168.3.139
355,UDP,Email Transmission,Malicious,172.16.1.133,192.168.137.197
187,UDP,API Request,Normal,172.16.159.241,192.168.84.74
596,ICMP,VPN Tunnel,Normal,172.16.53.62,192.168.121.80
803,UDP,Database Query,Malicious,172.16.254.186,192.168.125.59
610,UDP,File Transfer,Normal,172.16.18.61,192.168.116.176
737,ICMP,Brute Force Login,Normal,172.16.180.107,192.168.82.236
753,ICMP,Cloud Sync,Normal,172.16.205.75,192.168.211.253
283,TCP,VPN Tunnel,Normal,172.16.63.113,192.168.51.226
1126,ICMP,Heartbeat Packet,Normal,172.16.24.5,192.168.219.201
428,UDP,File Transfer,Malicious,172.16.128.136,192.168.85.218
1367,ICMP,Web Request,Normal,172.16.170.80,192.168.95.113
188,TCP,User Login,Normal,172.16.57.68,192.168.78.188
691,TCP,Cloud Sync,Normal,172.16.158.226,192.168.27.92
1296,ICMP,File Transfer,Malicious,172.16.159.129,192.168.109.126
995,TCP,File Transfer,Normal,172.16.2.125,192.168.114.27
818,ICMP,Web Request,Malicious,172.16.34.30,192.168.236.132
1137,TCP,Brute Force Login,Malicious,172.16.251.217,192.168.124.38
743,TCP,Email Transmission,Normal,172.16.121.13,192.168.44.115
127,TCP,Heartbeat Packet,Normal,172.16.233.174,192.168.140.80
827,ICMP,API Request,Normal,172.16.57.127,192.168.4.94
638,UDP,Malware Command,Normal,172.16.172.44,192.168.60.127
782,ICMP,Cloud Sync,Normal,172.16.102.36,192.168.47.104
462,UDP,Brute Force Login,Normal,172.16.170.7,192.168.23.170
135,TCP,File Transfer,Normal,172.16.69.242,192.168.123.55
73,ICMP,File Transfer,Normal,172.16.58.122,192.168.165.182
194,UDP,Port Scan,Malicious,172.16.195.110,192.168.24.26
299,UDP,Data Exfiltration,Malicious,172.16.67.114,192.168.142.71
1005,TCP,Cloud Sync,Normal,172.16.22.13,192.168.162.214
998,TCP,Port Scan,Malicious,172.16.92.171,192.168.75.70
80,TCP,Heartbeat Packet,Normal,172.16.139.11,192.168.176.56
1271,ICMP,Email Transmission,Normal,172.16.175.88,192.168.25.177
664,ICMP,Brute Force Login,Normal,172.16.224.159,192.168.168.145
1487,TCP,Botnet Traffic,Malicious,172.16.35.131,192.168.3.161
1267,UDP,VPN Tunnel,Normal,172.16.37.54,192.168.103.81
1115,ICMP,Heartbeat Packet,Normal,172.16.18.208,192.168.138.119
1497,TCP,Data Exfiltration,Malicious,172.16.22.111,192.168.31.219
695,TCP,Cloud Sync,Normal,172.16.163.67,192.168.242.194
970,UDP,ARP Spoofing,Normal,172.16.159.50,192.168.6.152
1368,UDP,Unauthorized Access,Normal,172.16.207.57,192.168.169.166
1330,ICMP,Cloud Sync,Normal,172.16.76.244,192.168.186.114
838,UDP,Web Request,Malicious,172.16.62.134,192.168.123.166
116,UDP,User Login,Normal,172.16.54.92,192.168.42.108
1497,TCP,VPN Tunnel,Normal,172.16.78.205,192.168.222.250
844,TCP,Botnet Traffic,Malicious,172.16.74.166,192.168.226.35
306,ICMP,Database Query,Malicious,172.16.152.208,192.168.253.122
724,ICMP,Botnet Traffic,Malicious,172.16.187.155,192.168.72.11
238,UDP,Email Transmission,Malicious,172.16.70.140,192.168.140.182
1034,UDP,Data Exfiltration,Malicious,172.16.198.226,192.168.181.203
1259,UDP,API Request,Malicious,172.16.151.239,192.168.42.104
1182,ICMP,Port Scan,Malicious,172.16.202.204,192.168.104.24
631,ICMP,API Request,Malicious,172.16.155.250,192.168.135.253
1103,ICMP,File Transfer,Normal,172.16.190.206,192.168.195.173
925,UDP,DNS Query,Malicious,172.16.164.167,192.168.191.83
162,ICMP,ARP Spoofing,Malicious,172.16.142.209,192.168.47.250
297,ICMP,ARP Spoofing,Normal,172.16.196.164,192.168.8.132
1417,UDP,Data Exfiltration,Normal,172.16.139.208,192.168.195.64
1165,UDP,Cloud Sync,Normal,172.16.63.106,192.168.187.236
759,ICMP,SQL Injection,Malicious,172.16.161.58,192.168.4.175
522,UDP,Botnet Traffic,Malicious,172.16.87.239,192.168.75.42
869,TCP,File Transfer,Normal,172.16.204.132,192.168.174.162
468,TCP,DDoS SYN Flood,Normal,172.16.76.131,192.168.105.156
1281,ICMP,Unauthorized Access,Normal,172.16.161.80,192.168.123.143
1487,TCP,Port Scan,Normal,172.16.199.196,192.168.132.213
133,ICMP,API Request,Normal,172.16.151.112,192.168.235.102
1157,TCP,API Request,Normal,172.16.40.75,192.168.187.130
319,ICMP,Port Scan,Malicious,172.16.120.142,192.168.124.70
1450,UDP,Heartbeat Packet,Malicious,172.16.61.31,192.168.126.62
704,ICMP,Malware Command,Normal,172.16.145.200,192.168.134.180
66,ICMP,Data Exfiltration,Malicious,172.16.203.127,192.168.90.227
1035,UDP,Malware Command,Normal,172.16.11.98,192.168.44.244
237,TCP,VPN Tunnel,Normal,172.16.43.11,192.168.251.11
869,ICMP,Heartbeat Packet,Normal,172.16.129.243,192.168.78.16
954,ICMP,Cloud Sync,Malicious,172.16.5.85,192.168.39.209
152,ICMP,DNS Query,Malicious,172.16.185.42,192.168.143.123
1471,UDP,Heartbeat Packet,Malicious,172.16.154.23,192.168.71.242
1122,ICMP,VPN Tunnel,Normal,172.16.166.184,192.168.239.142
875,ICMP,Data Exfiltration,Malicious,172.16.179.55,192.168.175.89
1015,TCP,Email Transmission,Normal,172.16.13.238,192.168.239.193
239,UDP,Unauthorized Access,Normal,172.16.87.47,192.168.186.188
729,TCP,Botnet Traffic,Malicious,172.16.113.77,192.168.50.205
689,ICMP,ARP Spoofing,Malicious,172.16.236.130,192.168.252.87
1065,ICMP,Data Exfiltration,Normal,172.16.158.153,192.168.10.64
861,UDP,Suspicious Payload,Malicious,172.16.70.230,192.168.1.135
408,UDP,Heartbeat Packet,Malicious,172.16.215.242,192.168.12.72
621,UDP,File Transfer,Malicious,172.16.128.23,192.168.56.183
191,TCP,Cloud Sync,Normal,172.16.207.176,192.168.21.225
986,TCP,DDoS SYN Flood,Malicious,172.16.227.41,192.168.111.46
1092,UDP,VPN Tunnel,Malicious,172.16.4.138,192.168.169.229
134,UDP,Database Query,Malicious,172.16.124.101,192.168.174.42
1412,TCP,File Transfer,Normal,172.16.155.161,192.168.237.156
262,UDP,Web Request,Malicious,172.16.99.128,192.168.22.104
1071,UDP,DDoS SYN Flood,Normal,172.16.87.191,192.168.161.6
1098,UDP,Suspicious Payload,Normal,172.16.11.126,192.168.207.172
64,ICMP,Database Query,Malicious,172.16.41.58,192.168.222.105
1037,TCP,DDoS SYN Flood,Normal,172.16.115.218,192.168.186.63
126,TCP,ARP Spoofing,Malicious,172.16.92.71,192.168.242.193
1358,ICMP,Malware Command,Malicious,172.16.246.193,192.168.160.124
301,ICMP,ARP Spoofing,Malicious,172.16.31.219,192.168.65.34
1292,UDP,Botnet Traffic,Malicious,172.16.187.70,192.168.226.149
990,UDP,Data Exfiltration,Malicious,172.16.197.244,192.168.55.91
261,TCP,ARP Spoofing,Normal,172.16.68.93,192.168.48.4
594,UDP,ARP Spoofing,Malicious,172.16.186.246,192.168.192.175
870,UDP,Heartbeat Packet,Malicious,172.16.94.247,192.168.16.191
1012,UDP,Botnet Traffic,Normal,172.16.58.210,192.168.51.207
339,UDP,Email Transmission,Malicious,172.16.124.102,192.168.2.56
1144,UDP,DNS Query,Normal,172.16.160.218,192.168.23.193
872,TCP,User Login,Normal,172.16.252.195,192.168.59.39
515,ICMP,SQL Injection,Malicious,172.16.206.23,192.168.254.22
870,ICMP,User Login,Normal,172.16.219.53,192.168.129.176
780,TCP,API Request,Malicious,172.16.89.209,192.168.49.229
829,ICMP,Email Transmission,Malicious,172.16.26.95,192.168.15.35
339,ICMP,Database Query,Malicious,172.16.66.221,192.168.30.162
151,UDP,Database Query,Malicious,172.16.5.51,192.168.180.114
402,TCP,Heartbeat Packet,Normal,172.16.26.203,192.168.135.110
869,UDP,Port Scan,Normal,172.16.94.96,192.168.154.124
720,TCP,File Transfer,Normal,172.16.145.22,192.168.180.56
565,UDP,SQL Injection,Normal,172.16.93.179,192.168.44.163
718,UDP,DNS Query,Malicious,172.16.124.189,192.168.142.110
620,ICMP,SQL Injection,Normal,172.16.62.190,192.168.111.236
460,TCP,Email Transmission,Malicious,172.16.119.99,192.168.125.71
1096,TCP,Brute Force Login,Normal,172.16.26.90,192.168.215.88
1103,UDP,DDoS SYN Flood,Malicious,172.16.48.253,192.168.237.25
207,TCP,User Login,Normal,172.16.147.201,192.168.59.224
1338,UDP,Database Query,Normal,172.16.158.203,192.168.164.140
696,ICMP,Brute Force Login,Normal,172.16.215.110,192.168.245.52
735,ICMP,SQL Injection,Malicious,172.16.17.124,192.168.10.130
563,UDP,Email Transmission,Normal,172.16.176.232,192.168.121.239
1073,TCP,Cloud Sync,Malicious,172.16.130.4,192.168.79.144
892,TCP,Brute Force Login,Malicious,172.16.161.254,192.168.110.167
1451,TCP,ARP Spoofing,Malicious,172.16.171.122,192.168.47.8
359,UDP,Database Query,Normal,172.16.93.188,192.168.33.222
417,ICMP,API Request,Malicious,172.16.106.1,192.168.85.36
111,UDP,DNS Query,Malicious,172.16.139.169,192.168.58.175
1034,ICMP,Unauthorized Access,Malicious,172.16.119.97,192.168.1.30
1381,UDP,DDoS SYN Flood,Malicious,172.16.31.1,192.168.233.48
712,ICMP,Brute Force Login,Malicious,172.16.132.206,192.168.131.82
646,UDP,File Transfer,Malicious,172.16.182.57,192.168.27.65
1152,ICMP,Botnet Traffic,Normal,172.16.53.227,192.168.240.150
60,UDP,DNS Query,Malicious,172.16.17.65,192.168.28.162
1474,ICMP,Malware Command,Normal,172.16.221.32,192.168.20.188
447,UDP,User Login,Normal,172.16.49.163,192.168.4.160
792,ICMP,ARP Spoofing,Normal,172.16.182.156,192.168.115.60
615,UDP,Unauthorized Access,Normal,172.16.144.70,192.168.80.38
638,TCP,Email Transmission,Normal,172.16.143.73,192.168.250.4
597,TCP,Unauthorized Access,Malicious,172.16.36.143,192.168.226.128
724,TCP,Malware Command,Malicious,172.16.181.158,192.168.254.63
1090,ICMP,Email Transmission,Malicious,172.16.9.33,192.168.196.51
1435,TCP,DDoS SYN Flood,Normal,172.16.216.71,192.168.144.173
754,TCP,Malware Command,Malicious,172.16.201.83,192.168.114.158
353,ICMP,Data Exfiltration,Normal,172.16.48.69,192.168.236.8
1023,TCP,Port Scan,Malicious,172.16.165.184,192.168.213.138
708,UDP,DDoS SYN Flood,Normal,172.16.68.2,192.168.70.172
1267,UDP,Unauthorized Access,Normal,172.16.9.81,192.168.157.238
1009,TCP,User Login,Normal,172.16.136.182,192.168.156.72
906,UDP,Data Exfiltration,Normal,172.16.125.99,192.168.51.125
683,UDP,API Request,Normal,172.16.126.85,192.168.64.164
1165,TCP,Botnet Traffic,Malicious,172.16.172.60,192.168.214.226
1156,ICMP,Data Exfiltration,Normal,172.16.190.181,192.168.239.101
892,UDP,Unauthorized Access,Malicious,172.16.91.40,192.168.43.180
798,TCP,VPN Tunnel,Normal,172.16.81.107,192.168.231.177
1365,UDP,Botnet Traffic,Normal,172.16.49.97,192.168.161.216
309,ICMP,Cloud Sync,Malicious,172.16.91.158,192.168.217.89
421,ICMP,SQL Injection,Normal,172.16.160.176,192.168.27.92
749,UDP,File Transfer,Normal,172.16.98.222,192.168.219.39
501,UDP,Data Exfiltration,Normal,172.16.174.162,192.168.84.91
355,TCP,Unauthorized Access,Malicious,172.16.26.6,192.168.22.238
1156,ICMP,Port Scan,Malicious,172.16.185.66,192.168.68.128
1033,TCP,File Transfer,Normal,172.16.150.75,192.168.138.190
1142,ICMP,Unauthorized Access,Normal,172.16.15.147,192.168.112.23
1351,UDP,ARP Spoofing,Malicious,172.16.36.117,192.168.161.117
1247,TCP,API Request,Malicious,172.16.133.233,192.168.122.195
799,UDP,Botnet Traffic,Normal,172.16.32.6,192.168.202.78
316,UDP,File Transfer,Normal,172.16.166.144,192.168.102.164
992,ICMP,Unauthorized Access,Normal,172.16.18.190,192.168.124.128
1188,TCP,Data Exfiltration,Malicious,172.16.195.200,192.168.171.120
1006,TCP,DDoS SYN Flood,Malicious,172.16.136.4,192.168.125.33
500,ICMP,DDoS SYN Flood,Malicious,172.16.3.252,192.168.68.185
717,UDP,Malware Command,Malicious,172.16.178.93,192.168.32.159
534,TCP,ARP Spoofing,Normal,172.16.125.220,192.168.115.35
996,UDP,VPN Tunnel,Malicious,172.16.201.57,192.168.221.228
765,ICMP,API Request,Malicious,172.16.211.238,192.168.18.102
889,TCP,Suspicious Payload,Normal,172.16.102.222,192.168.8.16
879,TCP,Data Exfiltration,Normal,172.16.185.218,192.168.84.86
596,UDP,Brute Force Login,Malicious,172.16.73.228,192.168.170.230
360,ICMP,Botnet Traffic,Normal,172.16.119.161,192.168.1.27
1261,TCP,Database Query,Normal,172.16.121.53,192.168.68.195
608,ICMP,Heartbeat Packet,Malicious,172.16.119.29,192.168.117.133
1311,ICMP,Data Exfiltration,Normal,172.16.55.239,192.168.96.11
438,TCP,Botnet Traffic,Malicious,172.16.58.215,192.168.49.147
147,ICMP,Malware Command,Malicious,172.16.46.48,192.168.69.50
656,ICMP,Web Request,Malicious,172.16.184.27,192.168.75.175
844,TCP,Brute Force Login,Normal,172.16.98.7,192.168.159.38
329,TCP,Botnet Traffic,Normal,172.16.132.152,192.168.230.182
192,ICMP,Web Request,Normal,172.16.64.67,192.168.29.22
1475,ICMP,Email Transmission,Normal,172.16.168.159,192.168.120.146
433,TCP,Heartbeat Packet,Normal,172.16.236.67,192.168.37.149
647,ICMP,ARP Spoofing,Normal,172.16.80.43,192.168.123.24
976,ICMP,Port Scan,Normal,172.16.82.139,192.168.137.15
1438,TCP,Port Scan,Normal,172.16.110.145,192.168.99.115
846,ICMP,Cloud Sync,Malicious,172.16.118.204,192.168.31.30
393,TCP,Botnet Traffic,Normal,172.16.111.176,192.168.153.3
371,TCP,Email Transmission,Normal,172.16.186.115,192.168.137.29
1366,TCP,User Login,Normal,172.16.71.30,192.168.222.188
976,UDP,Data Exfiltration,Malicious,172.16.141.85,192.168.244.48
614,UDP,Data Exfiltration,Normal,172.16.154.235,192.168.232.236
676,TCP,Web Request,Malicious,172.16.127.126,192.168.141.220
1421,TCP,Brute Force Login,Malicious,172.16.117.143,192.168.104.202
1268,TCP,Botnet Traffic,Malicious,172.16.158.30,192.168.188.8
736,UDP,File Transfer,Normal,172.16.223.32,192.168.13.206
321,ICMP,VPN Tunnel,Normal,172.16.58.22,192.168.14.114
1241,UDP,Unauthorized Access,Malicious,172.16.219.196,192.168.82.80
652,ICMP,Heartbeat Packet,Normal,172.16.174.130,192.168.220.209
1077,UDP,DDoS SYN Flood,Malicious,172.16.209.17,192.168.239.245
1311,TCP,SQL Injection,Normal,172.16.90.35,192.168.58.217
387,ICMP,Suspicious Payload,Normal,172.16.121.2,192.168.81.84
1042,ICMP,Suspicious Payload,Normal,172.16.95.224,192.168.100.54
494,UDP,File Transfer,Normal,172.16.109.122,192.168.22.55
122,TCP,Email Transmission,Normal,172.16.26.89,192.168.179.80
313,TCP,DNS Query,Malicious,172.16.8.201,192.168.93.227
537,UDP,VPN Tunnel,Malicious,172.16.9.62,192.168.118.51
196,TCP,Brute Force Login,Normal,172.16.22.177,192.168.226.5
1269,TCP,File Transfer,Normal,172.16.234.92,192.168.141.183
628,ICMP,Heartbeat Packet,Malicious,172.16.164.131,192.168.131.242
269,ICMP,Unauthorized Access,Normal,172.16.143.217,192.168.115.25
173,UDP,ARP Spoofing,Malicious,172.16.246.15,192.168.201.250
743,UDP,Port Scan,Malicious,172.16.135.157,192.168.175.91
914,ICMP,VPN Tunnel,Malicious,172.16.93.28,192.168.22.229
849,TCP,Heartbeat Packet,Normal,172.16.65.172,192.168.135.217
827,TCP,ARP Spoofing,Malicious,172.16.218.141,192.168.57.140
117,ICMP,Brute Force Login,Normal,172.16.129.125,192.168.192.208
1123,UDP,DNS Query,Malicious,172.16.82.202,192.168.120.6
