Packet_Size,Protocol_Type,Threat_Type,Risk_Level,Source_IP,Destination_IP,Label
1313,ICMP,ARP Spoofing,High,192.168.100.24,10.0.50.66,Malicious
1448,UDP,SQL Injection,Critical,192.168.100.106,10.0.50.70,Malicious
1240,TCP,Botnet Traffic,Critical,192.168.100.233,10.0.50.191,Malicious
401,ICMP,Port Scan,Critical,192.168.100.87,10.0.50.223,Malicious
291,UDP,Unauthorized Access,Critical,192.168.100.38,10.0.50.13,Malicious
999,UDP,Suspicious Payload,High,192.168.100.114,10.0.50.34,Malicious
1154,ICMP,Port Scan,High,192.168.100.152,10.0.50.113,Malicious
418,ICMP,DDoS SYN Flood,High,192.168.100.49,10.0.50.190,Malicious
969,TCP,DDoS SYN Flood,Critical,192.168.100.97,10.0.50.136,Malicious
262,TCP,Malware Command,Critical,192.168.100.178,10.0.50.25,Malicious
915,ICMP,Data Exfiltration,High,192.168.100.159,10.0.50.116,Malicious
1422,TCP,Suspicious Payload,High,192.168.100.225,10.0.50.64,Malicious
1365,UDP,Suspicious Payload,High,192.168.100.94,10.0.50.233,Malicious
1098,ICMP,Malware Command,Critical,192.168.100.107,10.0.50.200,Malicious
894,UDP,Botnet Traffic,Critical,192.168.100.221,10.0.50.4,Malicious
1278,UDP,ARP Spoofing,Critical,192.168.100.220,10.0.50.4,Malicious
1238,UDP,Malware Command,Critical,192.168.100.43,10.0.50.103,Malicious
798,TCP,Data Exfiltration,High,192.168.100.63,10.0.50.64,Malicious
1282,TCP,Brute Force Login,Critical,192.168.100.25,10.0.50.252,Malicious
868,TCP,Brute Force Login,High,192.168.100.69,10.0.50.204,Malicious
917,ICMP,ARP Spoofing,High,192.168.100.103,10.0.50.172,Malicious
1197,UDP,Unauthorized Access,High,192.168.100.247,10.0.50.45,Malicious
1233,ICMP,DDoS SYN Flood,Critical,192.168.100.254,10.0.50.110,Malicious
403,ICMP,SQL Injection,Critical,192.168.100.139,10.0.50.245,Malicious
700,ICMP,Botnet Traffic,High,192.168.100.235,10.0.50.162,Malicious
631,ICMP,DDoS SYN Flood,High,192.168.100.55,10.0.50.103,Malicious
445,TCP,Data Exfiltration,High,192.168.100.104,10.0.50.4,Malicious
896,TCP,Brute Force Login,Critical,192.168.100.54,10.0.50.116,Malicious
1101,TCP,Brute Force Login,Critical,192.168.100.254,10.0.50.53,Malicious
1105,TCP,Brute Force Login,Critical,192.168.100.107,10.0.50.48,Malicious
605,TCP,Data Exfiltration,High,192.168.100.10,10.0.50.109,Malicious
1153,TCP,Data Exfiltration,High,192.168.100.184,10.0.50.239,Malicious
290,UDP,Data Exfiltration,Critical,192.168.100.137,10.0.50.62,Malicious
1000,TCP,Suspicious Payload,High,192.168.100.89,10.0.50.50,Malicious
900,ICMP,Malware Command,Critical,192.168.100.66,10.0.50.54,Malicious
888,TCP,Brute Force Login,Critical,192.168.100.5,10.0.50.48,Malicious
631,ICMP,Data Exfiltration,Critical,192.168.100.39,10.0.50.119,Malicious
677,TCP,Suspicious Payload,High,192.168.100.16,10.0.50.137,Malicious
820,ICMP,Port Scan,Critical,192.168.100.215,10.0.50.87,Malicious
1109,UDP,Malware Command,High,192.168.100.233,10.0.50.198,Malicious
457,ICMP,Port Scan,High,192.168.100.78,10.0.50.209,Malicious
1065,ICMP,Suspicious Payload,High,192.168.100.133,10.0.50.239,Malicious
761,UDP,Data Exfiltration,High,192.168.100.30,10.0.50.248,Malicious
1176,TCP,Port Scan,High,192.168.100.235,10.0.50.238,Malicious
527,UDP,Botnet Traffic,High,192.168.100.171,10.0.50.148,Malicious
353,UDP,Brute Force Login,High,192.168.100.251,10.0.50.156,Malicious
681,ICMP,Malware Command,Critical,192.168.100.104,10.0.50.243,Malicious
1315,TCP,SQL Injection,High,192.168.100.93,10.0.50.175,Malicious
436,ICMP,Suspicious Payload,High,192.168.100.31,10.0.50.114,Malicious
1379,UDP,DDoS SYN Flood,Critical,192.168.100.165,10.0.50.64,Malicious
465,UDP,Port Scan,Critical,192.168.100.31,10.0.50.84,Malicious
977,TCP,Botnet Traffic,High,192.168.100.46,10.0.50.12,Malicious
1421,UDP,Port Scan,Critical,192.168.100.34,10.0.50.124,Malicious
455,ICMP,Suspicious Payload,Critical,192.168.100.254,10.0.50.111,Malicious
1318,TCP,Brute Force Login,High,192.168.100.97,10.0.50.98,Malicious
380,UDP,Port Scan,High,192.168.100.235,10.0.50.106,Malicious
215,ICMP,Brute Force Login,Critical,192.168.100.105,10.0.50.209,Malicious
841,UDP,Suspicious Payload,Critical,192.168.100.84,10.0.50.144,Malicious
1001,TCP,Port Scan,Critical,192.168.100.64,10.0.50.43,Malicious
1246,UDP,Malware Command,High,192.168.100.120,10.0.50.176,Malicious
1027,UDP,Suspicious Payload,High,192.168.100.7,10.0.50.245,Malicious
934,UDP,Data Exfiltration,High,192.168.100.36,10.0.50.147,Malicious
984,TCP,Suspicious Payload,High,192.168.100.81,10.0.50.162,Malicious
538,TCP,Brute Force Login,High,192.168.100.179,10.0.50.123,Malicious
786,TCP,Botnet Traffic,High,192.168.100.46,10.0.50.149,Malicious
1287,TCP,SQL Injection,Critical,192.168.100.79,10.0.50.23,Malicious
930,TCP,ARP Spoofing,High,192.168.100.225,10.0.50.4,Malicious
1494,TCP,Unauthorized Access,High,192.168.100.175,10.0.50.44,Malicious
603,ICMP,Suspicious Payload,Critical,192.168.100.247,10.0.50.72,Malicious
1025,TCP,Suspicious Payload,High,192.168.100.19,10.0.50.133,Malicious
1154,UDP,ARP Spoofing,Critical,192.168.100.119,10.0.50.58,Malicious
900,TCP,Data Exfiltration,High,192.168.100.135,10.0.50.75,Malicious
1338,TCP,DDoS SYN Flood,High,192.168.100.154,10.0.50.38,Malicious
984,UDP,DDoS SYN Flood,Critical,192.168.100.1,10.0.50.172,Malicious
415,TCP,Brute Force Login,Critical,192.168.100.120,10.0.50.246,Malicious
1298,UDP,Malware Command,High,192.168.100.18,10.0.50.174,Malicious
645,UDP,Botnet Traffic,Critical,192.168.100.192,10.0.50.116,Malicious
455,TCP,ARP Spoofing,High,192.168.100.91,10.0.50.169,Malicious
382,UDP,Brute Force Login,High,192.168.100.124,10.0.50.133,Malicious
741,ICMP,SQL Injection,High,192.168.100.138,10.0.50.244,Malicious
789,UDP,DDoS SYN Flood,High,192.168.100.81,10.0.50.162,Malicious
712,TCP,ARP Spoofing,Critical,192.168.100.208,10.0.50.117,Malicious
1276,TCP,Port Scan,Critical,192.168.100.102,10.0.50.168,Malicious
750,TCP,Suspicious Payload,High,192.168.100.207,10.0.50.23,Malicious
396,TCP,Botnet Traffic,Critical,192.168.100.129,10.0.50.204,Malicious
1096,UDP,Data Exfiltration,High,192.168.100.203,10.0.50.131,Malicious
467,TCP,Data Exfiltration,Critical,192.168.100.77,10.0.50.59,Malicious
968,UDP,Brute Force Login,High,192.168.100.122,10.0.50.142,Malicious
942,TCP,Botnet Traffic,Critical,192.168.100.123,10.0.50.199,Malicious
265,ICMP,Botnet Traffic,High,192.168.100.88,10.0.50.208,Malicious
1388,ICMP,Data Exfiltration,Critical,192.168.100.126,10.0.50.251,Malicious
1442,TCP,DDoS SYN Flood,High,192.168.100.98,10.0.50.8,Malicious
836,UDP,ARP Spoofing,Critical,192.168.100.64,10.0.50.184,Malicious
406,TCP,ARP Spoofing,High,192.168.100.54,10.0.50.60,Malicious
456,TCP,Port Scan,High,192.168.100.68,10.0.50.26,Malicious
315,UDP,Port Scan,Critical,192.168.100.125,10.0.50.116,Malicious
979,UDP,DDoS SYN Flood,High,192.168.100.123,10.0.50.201,Malicious
879,ICMP,Data Exfiltration,High,192.168.100.206,10.0.50.246,Malicious
1024,TCP,Botnet Traffic,Critical,192.168.100.146,10.0.50.128,Malicious
624,UDP,Data Exfiltration,Critical,192.168.100.165,10.0.50.226,Malicious
363,TCP,Data Exfiltration,Critical,192.168.100.112,10.0.50.53,Malicious
750,TCP,Botnet Traffic,Critical,192.168.100.10,10.0.50.110,Malicious
326,TCP,SQL Injection,High,192.168.100.196,10.0.50.158,Malicious
1157,TCP,Unauthorized Access,High,192.168.100.189,10.0.50.221,Malicious
256,ICMP,DDoS SYN Flood,Critical,192.168.100.13,10.0.50.136,Malicious
865,UDP,Malware Command,High,192.168.100.133,10.0.50.44,Malicious
