Packet_Size,Protocol_Type,Info,Traffic_Type,Source_IP,Destination_IP
1373,ICMP,DDoS SYN Flood,Malicious,172.16.245.14,192.168.78.94
443,ICMP,Unauthorized Access,Normal,172.16.167.178,192.168.64.40
737,ICMP,VPN Tunnel,Malicious,172.16.141.18,192.168.193.127
676,ICMP,Brute Force Login,Malicious,172.16.201.131,192.168.253.130
893,ICMP,Cloud Sync,Normal,172.16.105.156,192.168.150.84
372,TCP,Malware Command,Normal,172.16.154.28,192.168.253.40
544,TCP,Malware Command,Normal,172.16.177.94,192.168.38.238
728,UDP,Cloud Sync,Malicious,172.16.31.231,192.168.240.63
74,TCP,Port Scan,Normal,172.16.101.174,192.168.189.132
1187,TCP,ARP Spoofing,Malicious,172.16.2.28,192.168.61.78
573,UDP,SQL Injection,Normal,172.16.9.52,192.168.75.54
956,ICMP,VPN Tunnel,Malicious,172.16.99.199,192.168.186.184
187,TCP,Email Transmission,Malicious,172.16.29.229,192.168.165.233
74,ICMP,Database Query,Normal,172.16.40.161,192.168.23.156
62,ICMP,DNS Query,Malicious,172.16.248.40,192.168.189.103
1348,TCP,Unauthorized Access,Normal,172.16.120.242,192.168.114.81
146,UDP,ARP Spoofing,Normal,172.16.88.253,192.168.9.213
1470,ICMP,Port Scan,Normal,172.16.115.26,192.168.190.52
498,ICMP,DNS Query,Normal,172.16.209.136,192.168.167.54
592,ICMP,SQL Injection,Normal,172.16.7.79,192.168.73.192
1256,ICMP,VPN Tunnel,Malicious,172.16.133.223,192.168.90.211
388,TCP,User Login,Normal,172.16.201.133,192.168.5.142
1260,TCP,Malware Command,Normal,172.16.29.236,192.168.7.189
1111,UDP,DNS Query,Malicious,172.16.20.56,192.168.211.151
1058,ICMP,Malware Command,Malicious,172.16.11.3,192.168.200.165
407,UDP,User Login,Normal,172.16.75.7,192.168.135.230
809,UDP,Malware Command,Normal,172.16.56.147,192.168.8.89
1017,ICMP,API Request,Normal,172.16.100.241,192.168.71.143
1220,TCP,File Transfer,Malicious,172.16.168.114,192.168.176.17
662,ICMP,DDoS SYN Flood,Malicious,172.16.113.168,192.168.38.111
1237,UDP,File Transfer,Normal,172.16.205.189,192.168.32.90
357,TCP,Brute Force Login,Normal,172.16.164.15,192.168.118.181
653,UDP,Cloud Sync,Normal,172.16.40.134,192.168.145.230
814,UDP,Data Exfiltration,Normal,172.16.248.72,192.168.26.170
1098,TCP,ARP Spoofing,Malicious,172.16.185.186,192.168.156.119
609,ICMP,File Transfer,Malicious,172.16.212.70,192.168.187.7
346,UDP,Port Scan,Malicious,172.16.164.165,192.168.10.176
786,UDP,Port Scan,Malicious,172.16.181.161,192.168.87.160
1214,UDP,Unauthorized Access,Normal,172.16.107.141,192.168.160.140
428,ICMP,Web Request,Malicious,172.16.249.139,192.168.101.29
527,UDP,Suspicious Payload,Normal,172.16.110.82,192.168.102.41
1231,TCP,API Request,Normal,172.16.170.77,192.168.252.173
233,TCP,User Login,Malicious,172.16.206.9,192.168.130.129
1269,ICMP,API Request,Malicious,172.16.162.23,192.168.77.183
1172,ICMP,Email Transmission,Malicious,172.16.242.109,192.168.113.160
1439,UDP,Email Transmission,Malicious,172.16.159.39,192.168.191.116
579,UDP,Cloud Sync,Normal,172.16.74.87,192.168.53.44
74,ICMP,User Login,Normal,172.16.248.166,192.168.238.90
333,UDP,Unauthorized Access,Normal,172.16.64.169,192.168.39.174
984,TCP,ARP Spoofing,Malicious,172.16.120.231,192.168.245.161
366,TCP,User Login,Normal,172.16.190.101,192.168.108.57
55,UDP,Database Query,Normal,172.16.127.37,192.168.69.168
1425,ICMP,Malware Command,Normal,172.16.226.45,192.168.210.196
868,ICMP,Malware Command,Malicious,172.16.171.161,192.168.248.131
428,ICMP,Malware Command,Normal,172.16.206.31,192.168.212.166
418,UDP,DNS Query,Malicious,172.16.157.124,192.168.184.181
726,UDP,Botnet Traffic,Malicious,172.16.73.24,192.168.172.193
392,ICMP,ARP Spoofing,Malicious,172.16.105.47,192.168.158.1
596,UDP,DDoS SYN Flood,Malicious,172.16.205.156,192.168.25.72
634,ICMP,ARP Spoofing,Normal,172.16.68.83,192.168.48.223
664,ICMP,Port Scan,Normal,172.16.47.158,192.168.110.233
1166,UDP,DDoS SYN Flood,Normal,172.16.194.245,192.168.134.170
1150,ICMP,Heartbeat Packet,Normal,172.16.182.228,192.168.213.237
368,ICMP,Botnet Traffic,Normal,172.16.128.127,192.168.233.43
423,TCP,User Login,Normal,172.16.213.203,192.168.111.142
1346,UDP,Brute Force Login,Malicious,172.16.175.216,192.168.218.156
463,TCP,DDoS SYN Flood,Normal,172.16.127.26,192.168.53.6
1469,UDP,User Login,Malicious,172.16.211.235,192.168.186.40
1017,UDP,Port Scan,Normal,172.16.32.24,192.168.60.108
210,ICMP,Data Exfiltration,Malicious,172.16.18.180,192.168.149.17
806,ICMP,SQL Injection,Normal,172.16.95.207,192.168.95.1
151,UDP,Heartbeat Packet,Normal,172.16.182.59,192.168.221.15
71,UDP,Cloud Sync,Malicious,172.16.51.173,192.168.8.252
304,UDP,Database Query,Normal,172.16.57.152,192.168.252.4
587,UDP,User Login,Normal,172.16.132.229,192.168.60.100
450,TCP,Unauthorized Access,Malicious,172.16.124.178,192.168.253.170
770,TCP,Heartbeat Packet,Malicious,172.16.145.195,192.168.141.36
522,TCP,Brute Force Login,Normal,172.16.115.169,192.168.168.140
882,TCP,DNS Query,Normal,172.16.34.202,192.168.131.199
1197,ICMP,DNS Query,Malicious,172.16.219.66,192.168.121.188
374,ICMP,DDoS SYN Flood,Malicious,172.16.168.126,192.168.91.222
800,UDP,Email Transmission,Normal,172.16.251.79,192.168.1.93
624,ICMP,Unauthorized Access,Malicious,172.16.81.30,192.168.231.36
451,UDP,Unauthorized Access,Normal,172.16.207.98,192.168.47.217
654,UDP,DDoS SYN Flood,Normal,172.16.168.13,192.168.172.53
485,TCP,Brute Force Login,Normal,172.16.85.218,192.168.110.83
72,ICMP,Suspicious Payload,Normal,172.16.81.114,192.168.162.49
1280,TCP,Email Transmission,Normal,172.16.104.202,192.168.109.11
1187,UDP,Email Transmission,Normal,172.16.49.31,192.168.18.87
202,ICMP,API Request,Normal,172.16.192.251,192.168.205.23
632,UDP,SQL Injection,Malicious,172.16.105.222,192.168.11.206
978,UDP,DNS Query,Normal,172.16.76.182,192.168.84.207
410,ICMP,Email Transmission,Malicious,172.16.137.228,192.168.198.71
1288,TCP,User Login,Normal,172.16.254.23,192.168.79.188
1363,TCP,VPN Tunnel,Normal,172.16.45.150,192.168.7.48
1015,TCP,Malware Command,Malicious,172.16.36.241,192.168.157.253
847,TCP,Suspicious Payload,Malicious,172.16.138.179,192.168.12.184
694,UDP,ARP Spoofing,Malicious,172.16.216.45,192.168.42.58
323,TCP,User Login,Normal,172.16.126.118,192.168.191.246
97,ICMP,VPN Tunnel,Normal,172.16.123.70,192.168.185.18
1487,UDP,Port Scan,Malicious,172.16.177.42,192.168.122.253
610,UDP,Data Exfiltration,Normal,172.16.162.60,192.168.103.223
1208,ICMP,Cloud Sync,Normal,172.16.125.111,192.168.214.184
128,ICMP,Database Query,Malicious,172.16.151.46,192.168.108.31
1128,ICMP,File Transfer,Normal,172.16.100.108,192.168.171.2
384,UDP,Heartbeat Packet,Normal,172.16.19.14,192.168.134.195
1415,UDP,API Request,Malicious,172.16.42.86,192.168.237.168
928,TCP,Unauthorized Access,Normal,172.16.118.39,192.168.89.209
1137,ICMP,Brute Force Login,Malicious,172.16.35.228,192.168.173.178
931,TCP,Heartbeat Packet,Normal,172.16.126.119,192.168.12.9
1094,ICMP,DDoS SYN Flood,Malicious,172.16.156.113,192.168.232.81
97,TCP,DDoS SYN Flood,Normal,172.16.100.163,192.168.180.76
1161,TCP,VPN Tunnel,Malicious,172.16.181.10,192.168.23.87
761,ICMP,Suspicious Payload,Normal,172.16.173.37,192.168.151.216
1410,ICMP,SQL Injection,Normal,172.16.89.22,192.168.59.109
278,TCP,File Transfer,Normal,172.16.217.74,192.168.139.177
674,TCP,VPN Tunnel,Normal,172.16.28.221,192.168.195.220
135,ICMP,DNS Query,Malicious,172.16.28.215,192.168.157.192
251,UDP,Cloud Sync,Malicious,172.16.239.208,192.168.227.52
1033,ICMP,DDoS SYN Flood,Normal,172.16.123.83,192.168.199.139
1012,UDP,Data Exfiltration,Normal,172.16.84.151,192.168.126.154
378,ICMP,User Login,Normal,172.16.73.169,192.168.191.83
1320,ICMP,Cloud Sync,Normal,172.16.113.141,192.168.86.95
1424,TCP,Data Exfiltration,Malicious,172.16.37.7,192.168.239.56
109,UDP,API Request,Malicious,172.16.108.89,192.168.106.123
1322,ICMP,Database Query,Malicious,172.16.41.212,192.168.39.131
908,TCP,Database Query,Normal,172.16.80.118,192.168.240.119
598,ICMP,DDoS SYN Flood,Normal,172.16.169.61,192.168.29.21
1178,UDP,VPN Tunnel,Normal,172.16.25.177,192.168.228.184
797,ICMP,User Login,Malicious,172.16.23.245,192.168.190.18
967,ICMP,Email Transmission,Malicious,172.16.56.24,192.168.60.30
704,UDP,Data Exfiltration,Malicious,172.16.135.205,192.168.145.10
564,UDP,File Transfer,Malicious,172.16.117.53,192.168.1.186
1235,ICMP,Brute Force Login,Normal,172.16.178.44,192.168.231.168
1030,ICMP,Database Query,Normal,172.16.189.60,192.168.113.205
567,ICMP,File Transfer,Normal,172.16.130.82,192.168.170.249
350,TCP,Brute Force Login,Malicious,172.16.47.246,192.168.71.194
763,TCP,Unauthorized Access,Malicious,172.16.4.107,192.168.65.185
1348,TCP,API Request,Normal,172.16.57.93,192.168.214.54
382,TCP,DNS Query,Malicious,172.16.118.112,192.168.197.21
339,TCP,DDoS SYN Flood,Normal,172.16.57.8,192.168.227.10
851,UDP,Email Transmission,Malicious,172.16.51.60,192.168.164.26
126,ICMP,Web Request,Normal,172.16.13.38,192.168.113.217
1263,TCP,Unauthorized Access,Malicious,172.16.63.72,192.168.251.214
1268,UDP,User Login,Normal,172.16.48.202,192.168.157.201
195,UDP,API Request,Malicious,172.16.71.219,192.168.163.193
1422,ICMP,DDoS SYN Flood,Normal,172.16.112.214,192.168.193.220
1136,TCP,Botnet Traffic,Normal,172.16.245.213,192.168.225.40
1328,ICMP,Malware Command,Normal,172.16.82.170,192.168.103.192
1236,UDP,Heartbeat Packet,Normal,172.16.234.72,192.168.199.105
518,UDP,DDoS SYN Flood,Normal,172.16.240.149,192.168.188.251
196,UDP,Heartbeat Packet,Malicious,172.16.175.58,192.168.46.39
82,TCP,Port Scan,Normal,172.16.125.209,192.168.73.92
590,TCP,API Request,Normal,172.16.114.124,192.168.124.55
1108,TCP,Botnet Traffic,Normal,172.16.197.212,192.168.43.104
65,UDP,Email Transmission,Malicious,172.16.198.168,192.168.106.8
1068,ICMP,Malware Command,Normal,172.16.253.129,192.168.33.72
1105,ICMP,Database Query,Normal,172.16.251.247,192.168.30.196
485,UDP,Web Request,Normal,172.16.242.98,192.168.51.58
932,TCP,API Request,Normal,172.16.68.228,192.168.94.41
1331,TCP,Botnet Traffic,Normal,172.16.68.11,192.168.141.141
901,TCP,Database Query,Normal,172.16.254.247,192.168.187.213
722,ICMP,Cloud Sync,Malicious,172.16.249.236,192.168.145.43
961,UDP,Data Exfiltration,Normal,172.16.164.69,192.168.189.42
633,TCP,Heartbeat Packet,Normal,172.16.227.245,192.168.71.234
1420,UDP,VPN Tunnel,Malicious,172.16.212.6,192.168.55.56
406,TCP,Data Exfiltration,Malicious,172.16.201.154,192.168.209.145
933,ICMP,User Login,Malicious,172.16.222.194,192.168.214.113
581,TCP,Database Query,Normal,172.16.5.9,192.168.153.210
1275,ICMP,Database Query,Malicious,172.16.30.84,192.168.30.215
1284,ICMP,DNS Query,Malicious,172.16.211.143,192.168.244.177
1302,UDP,Heartbeat Packet,Malicious,172.16.74.234,192.168.28.223
1124,UDP,API Request,Malicious,172.16.123.110,192.168.213.152
1419,UDP,Brute Force Login,Malicious,172.16.238.65,192.168.162.75
655,ICMP,Database Query,Normal,172.16.139.133,192.168.244.177
1308,ICMP,Web Request,Normal,172.16.83.165,192.168.117.159
1429,ICMP,Cloud Sync,Normal,172.16.128.246,192.168.18.248
1491,TCP,Suspicious Payload,Malicious,172.16.150.251,192.168.105.87
777,UDP,Suspicious Payload,Normal,172.16.17.48,192.168.55.18
108,ICMP,File Transfer,Normal,172.16.171.114,192.168.74.228
576,TCP,DDoS SYN Flood,Normal,172.16.136.115,192.168.167.207
1137,TCP,DDoS SYN Flood,Normal,172.16.26.155,192.168.203.103
847,UDP,ARP Spoofing,Normal,172.16.5.31,192.168.182.164
547,ICMP,Database Query,Normal,172.16.119.191,192.168.223.209
1067,TCP,User Login,Malicious,172.16.184.20,192.168.184.171
871,TCP,Heartbeat Packet,Malicious,172.16.49.173,192.168.206.254
1221,TCP,Web Request,Malicious,172.16.184.66,192.168.108.45
742,TCP,DDoS SYN Flood,Malicious,172.16.244.148,192.168.95.223
1227,ICMP,Database Query,Malicious,172.16.31.143,192.168.67.252
627,TCP,Port Scan,Normal,172.16.172.128,192.168.85.232
156,ICMP,Malware Command,Normal,172.16.174.59,192.168.241.154
452,UDP,Cloud Sync,Normal,172.16.203.77,192.168.182.107
268,UDP,ARP Spoofing,Malicious,172.16.227.189,192.168.104.219
919,TCP,User Login,Normal,172.16.149.46,192.168.65.55
1167,TCP,File Transfer,Malicious,172.16.48.207,192.168.114.78
957,TCP,Brute Force Login,Malicious,172.16.133.219,192.168.94.116
50,UDP,DDoS SYN Flood,Malicious,172.16.42.55,192.168.232.12
1404,ICMP,Heartbeat Packet,Malicious,172.16.84.123,192.168.104.14
1410,TCP,Cloud Sync,Malicious,172.16.201.213,192.168.4.29
647,ICMP,API Request,Malicious,172.16.76.25,192.168.142.204
679,TCP,API Request,Malicious,172.16.103.184,192.168.28.10
873,UDP,Heartbeat Packet,Malicious,172.16.38.96,192.168.174.20
665,ICMP,API Request,Normal,172.16.130.92,192.168.18.155
1349,ICMP,API Request,Normal,172.16.185.123,192.168.222.68
1435,TCP,Malware Command,Normal,172.16.239.112,192.168.13.222
861,ICMP,Email Transmission,Normal,172.16.71.108,192.168.221.2
264,TCP,Malware Command,Malicious,172.16.88.23,192.168.70.169
217,ICMP,User Login,Malicious,172.16.224.28,192.168.197.224
972,ICMP,Unauthorized Access,Malicious,172.16.184.170,192.168.109.89
777,ICMP,Email Transmission,Normal,172.16.204.116,192.168.244.126
499,UDP,Cloud Sync,Normal,172.16.33.27,192.168.49.193
1404,UDP,Brute Force Login,Malicious,172.16.137.72,192.168.134.101
1475,TCP,VPN Tunnel,Normal,172.16.235.104,192.168.135.188
1260,ICMP,File Transfer,Normal,172.16.248.112,192.168.113.245
87,TCP,Database Query,Malicious,172.16.4.187,192.168.171.207
379,ICMP,API Request,Malicious,172.16.161.198,192.168.76.54
709,ICMP,Data Exfiltration,Malicious,172.16.143.140,192.168.67.129
512,UDP,User Login,Malicious,172.16.127.160,192.168.81.224
305,ICMP,Cloud Sync,Normal,172.16.194.21,192.168.159.46
743,TCP,User Login,Malicious,172.16.202.27,192.168.191.83
527,UDP,Email Transmission,Normal,172.16.43.208,192.168.139.150
806,UDP,Suspicious Payload,Malicious,172.16.115.238,192.168.174.105
1205,TCP,Database Query,Malicious,172.16.239.196,192.168.132.57
1497,ICMP,Email Transmission,Malicious,172.16.112.130,192.168.106.35
844,UDP,VPN Tunnel,Malicious,172.16.53.207,192.168.243.233
652,TCP,Database Query,Malicious,172.16.79.177,192.168.3.173
241,UDP,Unauthorized Access,Normal,172.16.11.111,192.168.98.133
821,ICMP,Suspicious Payload,Malicious,172.16.115.74,192.168.156.22
599,TCP,Unauthorized Access,Normal,172.16.146.136,192.168.177.59
303,ICMP,Email Transmission,Malicious,172.16.217.67,192.168.29.94
790,ICMP,DDoS SYN Flood,Malicious,172.16.65.251,192.168.8.70
880,TCP,Cloud Sync,Normal,172.16.115.196,192.168.158.108
715,TCP,Unauthorized Access,Normal,172.16.245.43,192.168.222.163
671,TCP,Malware Command,Malicious,172.16.29.199,192.168.170.113
390,UDP,API Request,Malicious,172.16.116.244,192.168.62.215
1259,UDP,Port Scan,Malicious,172.16.16.108,192.168.99.161
451,UDP,File Transfer,Normal,172.16.45.180,192.168.67.207
1278,UDP,Port Scan,Normal,172.16.59.158,192.168.207.59
1069,ICMP,Unauthorized Access,Malicious,172.16.25.130,192.168.240.30
425,TCP,Web Request,Malicious,172.16.28.205,192.168.189.224
383,ICMP,Unauthorized Access,Normal,172.16.182.194,192.168.83.79
1243,UDP,File Transfer,Normal,172.16.65.139,192.168.172.116
930,ICMP,File Transfer,Malicious,172.16.27.244,192.168.23.253
469,ICMP,ARP Spoofing,Normal,172.16.157.50,192.168.208.36
1124,ICMP,Cloud Sync,Malicious,172.16.128.80,192.168.169.225
120,TCP,Heartbeat Packet,Malicious,172.16.195.103,192.168.123.2
1216,ICMP,API Request,Malicious,172.16.13.100,192.168.170.123
1188,ICMP,User Login,Malicious,172.16.162.234,192.168.33.8
1154,TCP,Port Scan,Malicious,172.16.16.57,192.168.176.150
195,ICMP,File Transfer,Malicious,172.16.76.58,192.168.95.128
1398,ICMP,Data Exfiltration,Malicious,172.16.221.19,192.168.190.50
334,TCP,ARP Spoofing,Normal,172.16.138.253,192.168.127.219
1156,UDP,ARP Spoofing,Malicious,172.16.186.126,192.168.137.18
293,TCP,Suspicious Payload,Normal,172.16.144.146,192.168.173.131
1461,ICMP,Web Request,Malicious,172.16.187.106,192.168.194.189
1029,UDP,Port Scan,Normal,172.16.209.199,192.168.73.229
194,ICMP,Web Request,Malicious,172.16.18.25,192.168.92.132
651,ICMP,Port Scan,Normal,172.16.49.59,192.168.75.193
395,ICMP,SQL Injection,Malicious,172.16.7.115,192.168.93.138
1371,ICMP,Email Transmission,Normal,172.16.150.222,192.168.21.68
829,UDP,Data Exfiltration,Normal,172.16.198.246,192.168.30.94
1361,ICMP,Brute Force Login,Malicious,172.16.249.128,192.168.120.38
1291,TCP,File Transfer,Normal,172.16.243.235,192.168.224.159
407,UDP,Unauthorized Access,Normal,172.16.44.117,192.168.219.78
655,ICMP,Heartbeat Packet,Normal,172.16.15.131,192.168.164.227
1463,UDP,Email Transmission,Malicious,172.16.181.180,192.168.227.209
478,UDP,ARP Spoofing,Normal,172.16.31.91,192.168.126.77
500,UDP,Database Query,Malicious,172.16.220.81,192.168.172.109
1429,ICMP,Heartbeat Packet,Normal,172.16.240.142,192.168.153.102
566,UDP,Data Exfiltration,Normal,172.16.150.115,192.168.47.230
494,TCP,Database Query,Malicious,172.16.115.164,192.168.105.235
475,ICMP,Malware Command,Normal,172.16.155.59,192.168.134.162
232,ICMP,Brute Force Login,Normal,172.16.205.10,192.168.123.253
885,TCP,Data Exfiltration,Normal,172.16.156.246,192.168.6.178
1439,TCP,Suspicious Payload,Normal,172.16.79.51,192.168.204.239
854,UDP,SQL Injection,Malicious,172.16.64.231,192.168.117.109
1195,ICMP,Heartbeat Packet,Malicious,172.16.216.20,192.168.98.124
147,TCP,Unauthorized Access,Normal,172.16.131.103,192.168.12.251
1055,ICMP,Cloud Sync,Malicious,172.16.67.106,192.168.194.120
722,ICMP,DNS Query,Normal,172.16.120.126,192.168.99.251
1414,UDP,Email Transmission,Malicious,172.16.115.105,192.168.23.218
544,UDP,Suspicious Payload,Malicious,172.16.254.107,192.168.71.246
811,ICMP,API Request,Normal,172.16.53.227,192.168.167.44
545,ICMP,Suspicious Payload,Malicious,172.16.34.118,192.168.170.32
587,ICMP,Port Scan,Normal,172.16.28.181,192.168.160.72
108,UDP,DNS Query,Normal,172.16.194.98,192.168.69.151
749,UDP,Data Exfiltration,Normal,172.16.219.165,192.168.86.4
544,TCP,Brute Force Login,Malicious,172.16.211.98,192.168.123.70
1163,TCP,Data Exfiltration,Normal,172.16.133.11,192.168.158.243
448,ICMP,Data Exfiltration,Malicious,172.16.94.120,192.168.208.103
765,UDP,DDoS SYN Flood,Normal,172.16.138.75,192.168.127.23
889,ICMP,Heartbeat Packet,Malicious,172.16.207.147,192.168.43.155
1087,ICMP,Unauthorized Access,Normal,172.16.109.110,192.168.233.116
1119,ICMP,DDoS SYN Flood,Malicious,172.16.134.232,192.168.88.8
1448,UDP,Database Query,Malicious,172.16.185.184,192.168.208.123
166,TCP,DNS Query,Normal,172.16.94.201,192.168.25.155
975,ICMP,File Transfer,Normal,172.16.172.83,192.168.76.240
627,TCP,Data Exfiltration,Malicious,172.16.27.102,192.168.203.212
722,TCP,File Transfer,Malicious,172.16.182.37,192.168.109.36
558,ICMP,User Login,Normal,172.16.152.229,192.168.63.177
434,ICMP,Heartbeat Packet,Normal,172.16.1.113,192.168.99.12
1386,ICMP,DDoS SYN Flood,Normal,172.16.65.235,192.168.249.35
1195,UDP,SQL Injection,Malicious,172.16.231.127,192.168.170.22
1231,TCP,Suspicious Payload,Malicious,172.16.106.153,192.168.147.146
617,TCP,Web Request,Normal,172.16.2.97,192.168.125.141
1496,UDP,Web Request,Normal,172.16.171.161,192.168.149.199
751,TCP,Email Transmission,Normal,172.16.193.141,192.168.49.107
1330,ICMP,Email Transmission,Normal,172.16.89.31,192.168.190.30
773,ICMP,API Request,Normal,172.16.76.208,192.168.206.177
295,ICMP,File Transfer,Normal,172.16.155.171,192.168.138.52
443,UDP,ARP Spoofing,Malicious,172.16.195.180,192.168.7.21
108,ICMP,Suspicious Payload,Malicious,172.16.95.5,192.168.155.75
235,TCP,API Request,Malicious,172.16.221.9,192.168.239.25
344,ICMP,DNS Query,Malicious,172.16.164.60,192.168.135.72
861,ICMP,Heartbeat Packet,Malicious,172.16.16.205,192.168.5.39
482,UDP,API Request,Malicious,172.16.106.136,192.168.33.224
1218,TCP,Malware Command,Normal,172.16.163.94,192.168.11.128
987,UDP,Brute Force Login,Normal,172.16.64.57,192.168.208.50
173,TCP,Data Exfiltration,Normal,172.16.26.172,192.168.52.187
900,TCP,VPN Tunnel,Normal,172.16.209.84,192.168.148.121
357,TCP,Data Exfiltration,Malicious,172.16.234.130,192.168.52.227
121,TCP,File Transfer,Malicious,172.16.107.32,192.168.121.171
363,TCP,SQL Injection,Normal,172.16.151.59,192.168.186.222
210,ICMP,Email Transmission,Normal,172.16.24.61,192.168.244.94
573,UDP,Brute Force Login,Malicious,172.16.180.201,192.168.124.40
618,ICMP,Cloud Sync,Normal,172.16.168.214,192.168.207.74
439,UDP,Cloud Sync,Malicious,172.16.97.52,192.168.70.106
1288,ICMP,DNS Query,Malicious,172.16.88.147,192.168.71.162
474,TCP,DNS Query,Malicious,172.16.16.123,192.168.215.133
1080,ICMP,DDoS SYN Flood,Malicious,172.16.72.92,192.168.182.87
1476,UDP,Suspicious Payload,Malicious,172.16.85.245,192.168.18.232
381,ICMP,API Request,Normal,172.16.182.70,192.168.82.79
1335,ICMP,Cloud Sync,Malicious,172.16.248.36,192.168.176.202
227,UDP,SQL Injection,Normal,172.16.142.144,192.168.193.79
879,ICMP,Brute Force Login,Normal,172.16.196.25,192.168.178.217
70,TCP,Data Exfiltration,Malicious,172.16.60.224,192.168.205.151
212,ICMP,Unauthorized Access,Malicious,172.16.49.159,192.168.49.28
801,UDP,Database Query,Normal,172.16.25.175,192.168.102.207
825,ICMP,Email Transmission,Malicious,172.16.249.41,192.168.95.164
1340,ICMP,DNS Query,Malicious,172.16.216.1,192.168.54.206
861,UDP,Suspicious Payload,Normal,172.16.122.40,192.168.222.80
386,UDP,Database Query,Normal,172.16.125.158,192.168.199.251
1116,TCP,Botnet Traffic,Normal,172.16.197.9,192.168.84.14
1485,UDP,DDoS SYN Flood,Malicious,172.16.194.253,192.168.107.201
154,UDP,Database Query,Normal,172.16.179.167,192.168.197.95
389,TCP,VPN Tunnel,Normal,172.16.192.69,192.168.10.243
216,UDP,Unauthorized Access,Normal,172.16.7.198,192.168.113.21
756,TCP,Cloud Sync,Malicious,172.16.107.119,192.168.104.76
383,TCP,Data Exfiltration,Normal,172.16.14.77,192.168.210.11
1294,UDP,User Login,Normal,172.16.89.120,192.168.106.10
933,UDP,Heartbeat Packet,Normal,172.16.118.176,192.168.62.249
844,ICMP,SQL Injection,Malicious,172.16.39.131,192.168.55.133
1012,ICMP,Cloud Sync,Malicious,172.16.46.234,192.168.76.80
570,UDP,User Login,Normal,172.16.28.66,192.168.148.108
338,ICMP,Suspicious Payload,Normal,172.16.46.202,192.168.167.198
884,ICMP,Port Scan,Malicious,172.16.34.129,192.168.106.39
599,TCP,Port Scan,Normal,172.16.103.219,192.168.80.153
744,TCP,API Request,Malicious,172.16.206.174,192.168.81.168
